subject_race,subject_sex,outcome,year,month,count
black,male,warning,2014,6,520
black,male,warning,2014,7,609
black,male,warning,2014,8,722
black,male,warning,2014,9,783
black,male,warning,2014,10,908
black,male,warning,2014,11,718
black,male,warning,2014,12,781
black,male,warning,2015,1,970
black,male,warning,2015,2,655
black,male,warning,2015,3,748
black,male,warning,2015,4,788
black,male,warning,2015,5,713
black,male,warning,2015,6,777
black,male,warning,2015,7,956
black,male,warning,2015,8,937
black,male,warning,2015,9,829
black,male,warning,2015,10,791
black,male,warning,2015,11,680
black,male,warning,2015,12,613
black,male,warning,2016,1,783
black,male,warning,2016,2,576
black,male,warning,2016,3,672
black,male,warning,2016,4,562
black,male,warning,2016,5,583
black,male,warning,2016,6,483
black,male,warning,2016,7,415
black,male,warning,2016,8,444
black,male,warning,2016,9,494
black,male,warning,2016,10,465
black,male,warning,2016,11,405
black,male,warning,2016,12,434
black,male,warning,2017,1,624
black,male,warning,2017,2,487
black,male,warning,2017,3,782
black,male,warning,2017,4,702
black,male,warning,2017,5,677
black,male,warning,2017,6,737
black,male,warning,2017,7,929
black,male,warning,2017,8,931
black,male,warning,2017,9,889
black,male,warning,2017,10,714
black,male,warning,2017,11,735
black,male,warning,2017,12,644
black,male,warning,2018,1,859
black,male,warning,2018,2,580
black,male,warning,2018,3,852
black,male,warning,2018,4,813
black,male,warning,2018,5,958
black,male,warning,2018,6,822
black,male,warning,2018,7,551
hispanic,female,arrest,2011,5,2
hispanic,female,arrest,2011,7,3
hispanic,female,arrest,2011,8,2
hispanic,female,arrest,2011,9,1
hispanic,female,arrest,2011,10,2
hispanic,female,arrest,2011,11,1
hispanic,female,arrest,2011,12,1
hispanic,female,arrest,2012,1,1
hispanic,female,arrest,2012,2,1
hispanic,female,arrest,2012,3,4
hispanic,female,arrest,2012,4,2
hispanic,female,arrest,2012,5,2
hispanic,female,arrest,2012,6,3
hispanic,female,arrest,2012,7,4
hispanic,female,arrest,2012,8,2
hispanic,female,arrest,2012,10,1
hispanic,female,arrest,2012,11,2
hispanic,female,arrest,2012,12,2
hispanic,female,arrest,2013,1,1
hispanic,female,arrest,2013,3,2
hispanic,female,arrest,2013,4,3
hispanic,female,arrest,2013,5,1
hispanic,female,arrest,2013,6,5
hispanic,female,arrest,2013,7,9
hispanic,female,arrest,2013,8,3
hispanic,female,arrest,2013,10,5
hispanic,female,arrest,2013,11,4
hispanic,female,arrest,2014,1,5
hispanic,female,arrest,2014,2,4
hispanic,female,arrest,2014,3,1
hispanic,female,arrest,2014,4,1
hispanic,female,arrest,2014,5,1
hispanic,female,arrest,2014,6,1
hispanic,female,arrest,2014,7,3
hispanic,female,arrest,2014,8,3
hispanic,female,arrest,2014,9,7
hispanic,female,arrest,2014,10,6
hispanic,female,arrest,2014,11,1
hispanic,female,arrest,2014,12,10
hispanic,female,arrest,2015,1,5
hispanic,female,arrest,2015,2,3
hispanic,female,arrest,2015,3,4
hispanic,female,arrest,2015,4,6
hispanic,female,arrest,2015,5,2
hispanic,female,arrest,2015,7,5
hispanic,female,arrest,2015,8,4
hispanic,female,arrest,2015,9,5
hispanic,female,arrest,2015,10,6
hispanic,female,arrest,2015,11,2
hispanic,female,arrest,2015,12,1
hispanic,female,arrest,2016,1,3
hispanic,female,arrest,2016,2,1
hispanic,female,arrest,2016,3,6
hispanic,female,arrest,2016,4,5
hispanic,female,arrest,2016,5,2
hispanic,female,arrest,2016,6,2
hispanic,female,arrest,2016,7,4
hispanic,female,arrest,2016,8,2
hispanic,female,arrest,2016,9,2
hispanic,female,arrest,2016,10,2
hispanic,female,arrest,2016,11,3
hispanic,female,arrest,2016,12,6
hispanic,female,arrest,2017,1,3
hispanic,female,arrest,2017,2,9
hispanic,female,arrest,2017,3,1
hispanic,female,arrest,2017,4,3
hispanic,female,arrest,2017,5,2
hispanic,female,arrest,2017,6,4
hispanic,female,arrest,2017,7,5
hispanic,female,arrest,2017,8,5
hispanic,female,arrest,2017,9,2
hispanic,female,arrest,2017,10,1
hispanic,female,arrest,2017,11,4
hispanic,female,arrest,2017,12,4
hispanic,female,arrest,2018,1,6
hispanic,female,arrest,2018,2,1
hispanic,female,arrest,2018,3,4
hispanic,female,arrest,2018,4,5
hispanic,female,arrest,2018,5,3
hispanic,female,arrest,2018,6,1
hispanic,female,arrest,2018,7,1
hispanic,female,citation,2011,5,6
hispanic,female,citation,2011,6,7
hispanic,female,citation,2011,7,8
hispanic,female,citation,2011,8,16
hispanic,female,citation,2011,9,15
hispanic,female,citation,2011,10,6
hispanic,female,citation,2011,11,7
hispanic,female,citation,2011,12,5
hispanic,female,citation,2012,1,8
hispanic,female,citation,2012,2,12
hispanic,female,citation,2012,3,12
hispanic,female,citation,2012,4,8
hispanic,female,citation,2012,5,13
hispanic,female,citation,2012,6,11
hispanic,female,citation,2012,7,10
hispanic,female,citation,2012,8,5
hispanic,female,citation,2012,9,6
hispanic,female,citation,2012,10,7
hispanic,female,citation,2012,12,2
hispanic,female,citation,2013,1,1
hispanic,female,citation,2013,3,2
hispanic,female,citation,2013,4,1
hispanic,female,citation,2013,5,3
hispanic,female,citation,2013,6,3
hispanic,female,citation,2013,7,6
hispanic,female,citation,2013,8,10
hispanic,female,citation,2013,9,6
hispanic,female,citation,2013,10,4
hispanic,female,citation,2013,11,14
hispanic,female,citation,2013,12,14
hispanic,female,citation,2014,1,6
hispanic,female,citation,2014,2,6
hispanic,female,citation,2014,3,3
hispanic,female,citation,2014,4,2
hispanic,female,citation,2014,5,3
hispanic,female,citation,2014,6,6
hispanic,female,citation,2014,7,14
hispanic,female,citation,2014,8,24
hispanic,female,citation,2014,9,20
hispanic,female,citation,2014,10,9
hispanic,female,citation,2014,11,13
hispanic,female,citation,2014,12,18
hispanic,female,citation,2015,1,8
hispanic,female,citation,2015,2,6
hispanic,female,citation,2015,3,15
hispanic,female,citation,2015,4,19
hispanic,female,citation,2015,5,8
hispanic,female,citation,2015,6,12
hispanic,female,citation,2015,7,15
hispanic,female,citation,2015,8,21
hispanic,female,citation,2015,9,23
hispanic,female,citation,2015,10,21
hispanic,female,citation,2015,11,13
hispanic,female,citation,2015,12,12
hispanic,female,citation,2016,1,8
hispanic,female,citation,2016,2,6
hispanic,female,citation,2016,3,6
hispanic,female,citation,2016,4,11
hispanic,female,citation,2016,5,7
hispanic,female,citation,2016,6,9
hispanic,female,citation,2016,7,16
hispanic,female,citation,2016,8,11
hispanic,female,citation,2016,9,9
hispanic,female,citation,2016,10,8
hispanic,female,citation,2016,11,8
hispanic,female,citation,2016,12,14
hispanic,female,citation,2017,1,7
hispanic,female,citation,2017,2,6
hispanic,female,citation,2017,3,12
hispanic,female,citation,2017,4,6
hispanic,female,citation,2017,5,6
hispanic,female,citation,2017,6,7
hispanic,female,citation,2017,7,23
hispanic,female,citation,2017,8,11
hispanic,female,citation,2017,9,8
hispanic,female,citation,2017,10,5
hispanic,female,citation,2017,11,6
hispanic,female,citation,2017,12,7
hispanic,female,citation,2018,1,4
hispanic,female,citation,2018,2,3
hispanic,female,citation,2018,3,11
hispanic,female,citation,2018,4,6
hispanic,female,citation,2018,5,8
hispanic,female,citation,2018,6,20
hispanic,female,citation,2018,7,4
hispanic,female,warning,2011,5,6
hispanic,female,warning,2011,6,3
hispanic,female,warning,2011,7,7
hispanic,female,warning,2011,8,4
hispanic,female,warning,2011,9,10
hispanic,female,warning,2011,10,4
hispanic,female,warning,2011,11,7
hispanic,female,warning,2011,12,5
hispanic,female,warning,2012,1,5
hispanic,female,warning,2012,2,12
hispanic,female,warning,2012,3,7
hispanic,female,warning,2012,4,1
hispanic,female,warning,2012,5,5
hispanic,female,warning,2012,6,4
hispanic,female,warning,2012,7,5
hispanic,female,warning,2012,8,7
hispanic,female,warning,2012,9,2
hispanic,female,warning,2012,10,3
hispanic,female,warning,2012,12,4
hispanic,female,warning,2013,2,1
hispanic,female,warning,2013,3,1
hispanic,female,warning,2013,4,2
hispanic,female,warning,2013,5,1
hispanic,female,warning,2013,6,2
hispanic,female,warning,2013,7,1
hispanic,female,warning,2013,8,3
hispanic,female,warning,2013,9,1
hispanic,female,warning,2013,10,4
hispanic,female,warning,2013,11,8
hispanic,female,warning,2013,12,3
hispanic,female,warning,2014,1,6
hispanic,female,warning,2014,2,4
hispanic,female,warning,2014,3,2
hispanic,female,warning,2014,4,2
hispanic,female,warning,2014,5,5
hispanic,female,warning,2014,6,8
hispanic,female,warning,2014,7,7
hispanic,female,warning,2014,8,8
hispanic,female,warning,2014,9,8
hispanic,female,warning,2014,10,9
hispanic,female,warning,2014,11,7
hispanic,female,warning,2014,12,11
hispanic,female,warning,2015,1,17
hispanic,female,warning,2015,2,7
hispanic,female,warning,2015,3,12
hispanic,female,warning,2015,4,6
hispanic,female,warning,2015,5,7
hispanic,female,warning,2015,6,10
hispanic,female,warning,2015,7,9
hispanic,female,warning,2015,8,15
hispanic,female,warning,2015,9,12
hispanic,female,warning,2015,10,11
hispanic,female,warning,2015,11,9
hispanic,female,warning,2015,12,7
hispanic,female,warning,2016,1,17
hispanic,female,warning,2016,2,7
hispanic,female,warning,2016,3,10
hispanic,female,warning,2016,4,7
hispanic,female,warning,2016,5,5
hispanic,female,warning,2016,6,5
hispanic,female,warning,2016,7,7
hispanic,female,warning,2016,8,7
hispanic,female,warning,2016,9,7
hispanic,female,warning,2016,10,9
hispanic,female,warning,2016,11,13
hispanic,female,warning,2016,12,5
hispanic,female,warning,2017,1,9
hispanic,female,warning,2017,2,6
hispanic,female,warning,2017,3,16
hispanic,female,warning,2017,4,10
hispanic,female,warning,2017,5,7
hispanic,female,warning,2017,6,9
hispanic,female,warning,2017,7,14
hispanic,female,warning,2017,8,11
hispanic,female,warning,2017,9,13
hispanic,female,warning,2017,10,13
hispanic,female,warning,2017,11,5
hispanic,female,warning,2017,12,16
hispanic,female,warning,2018,1,9
hispanic,female,warning,2018,2,12
hispanic,female,warning,2018,3,6
hispanic,female,warning,2018,4,11
hispanic,female,warning,2018,5,14
hispanic,female,warning,2018,6,13
hispanic,female,warning,2018,7,6
hispanic,male,arrest,2011,5,12
hispanic,male,arrest,2011,6,14
hispanic,male,arrest,2011,7,14
hispanic,male,arrest,2011,8,22
hispanic,male,arrest,2011,9,21
hispanic,male,arrest,2011,10,20
hispanic,male,arrest,2011,11,10
hispanic,male,arrest,2011,12,17
hispanic,male,arrest,2012,1,7
hispanic,male,arrest,2012,2,16
hispanic,male,arrest,2012,3,28
hispanic,male,arrest,2012,4,19
hispanic,male,arrest,2012,5,22
hispanic,male,arrest,2012,6,27
hispanic,male,arrest,2012,7,20
hispanic,male,arrest,2012,8,26
hispanic,male,arrest,2012,9,16
hispanic,male,arrest,2012,10,20
hispanic,male,arrest,2012,11,14
hispanic,male,arrest,2012,12,25
hispanic,male,arrest,2013,1,13
hispanic,male,arrest,2013,2,9
hispanic,male,arrest,2013,3,27
hispanic,male,arrest,2013,4,14
hispanic,male,arrest,2013,5,16
hispanic,male,arrest,2013,6,19
hispanic,male,arrest,2013,7,20
hispanic,male,arrest,2013,8,16
hispanic,male,arrest,2013,9,23
hispanic,male,arrest,2013,10,21
hispanic,male,arrest,2013,11,15
hispanic,male,arrest,2013,12,16
hispanic,male,arrest,2014,1,18
hispanic,male,arrest,2014,2,23
hispanic,male,arrest,2014,3,19
hispanic,male,arrest,2014,4,15
hispanic,male,arrest,2014,5,18
hispanic,male,arrest,2014,6,26
hispanic,male,arrest,2014,7,17
hispanic,male,arrest,2014,8,22
hispanic,male,arrest,2014,9,29
hispanic,male,arrest,2014,10,27
hispanic,male,arrest,2014,11,17
hispanic,male,arrest,2014,12,30
hispanic,male,arrest,2015,1,20
hispanic,male,arrest,2015,2,36
hispanic,male,arrest,2015,3,38
hispanic,male,arrest,2015,4,31
hispanic,male,arrest,2015,5,21
hispanic,male,arrest,2015,6,19
hispanic,male,arrest,2015,7,25
hispanic,male,arrest,2015,8,26
hispanic,male,arrest,2015,9,27
hispanic,male,arrest,2015,10,25
hispanic,male,arrest,2015,11,19
hispanic,male,arrest,2015,12,21
hispanic,male,arrest,2016,1,25
hispanic,male,arrest,2016,2,19
hispanic,male,arrest,2016,3,22
hispanic,male,arrest,2016,4,26
hispanic,male,arrest,2016,5,22
hispanic,male,arrest,2016,6,23
hispanic,male,arrest,2016,7,13
hispanic,male,arrest,2016,8,27
hispanic,male,arrest,2016,9,16
hispanic,male,arrest,2016,10,25
hispanic,male,arrest,2016,11,13
hispanic,male,arrest,2016,12,19
hispanic,male,arrest,2017,1,20
hispanic,male,arrest,2017,2,30
hispanic,male,arrest,2017,3,36
hispanic,male,arrest,2017,4,24
hispanic,male,arrest,2017,5,21
hispanic,male,arrest,2017,6,25
hispanic,male,arrest,2017,7,35
hispanic,male,arrest,2017,8,31
hispanic,male,arrest,2017,9,38
hispanic,male,arrest,2017,10,29
hispanic,male,arrest,2017,11,21
hispanic,male,arrest,2017,12,14
hispanic,male,arrest,2018,1,18
hispanic,male,arrest,2018,2,28
hispanic,male,arrest,2018,3,19
hispanic,male,arrest,2018,4,12
hispanic,male,arrest,2018,5,11
hispanic,male,arrest,2018,6,16
hispanic,male,arrest,2018,7,11
hispanic,male,citation,2011,5,48
hispanic,male,citation,2011,6,67
hispanic,male,citation,2011,7,55
hispanic,male,citation,2011,8,104
hispanic,male,citation,2011,9,60
hispanic,male,citation,2011,10,58
hispanic,male,citation,2011,11,39
hispanic,male,citation,2011,12,55
hispanic,male,citation,2012,1,49
hispanic,male,citation,2012,2,52
hispanic,male,citation,2012,3,93
hispanic,male,citation,2012,4,41
hispanic,male,citation,2012,5,60
hispanic,male,citation,2012,6,74
hispanic,male,citation,2012,7,48
hispanic,male,citation,2012,8,28
hispanic,male,citation,2012,9,23
hispanic,male,citation,2012,10,29
hispanic,male,citation,2012,11,33
hispanic,male,citation,2012,12,35
hispanic,male,citation,2013,1,24
hispanic,male,citation,2013,2,12
hispanic,male,citation,2013,3,22
hispanic,male,citation,2013,4,19
hispanic,male,citation,2013,5,24
hispanic,male,citation,2013,6,20
hispanic,male,citation,2013,7,26
hispanic,male,citation,2013,8,35
hispanic,male,citation,2013,9,22
hispanic,male,citation,2013,10,31
hispanic,male,citation,2013,11,50
hispanic,male,citation,2013,12,34
hispanic,male,citation,2014,1,29
hispanic,male,citation,2014,2,18
hispanic,male,citation,2014,3,30
hispanic,male,citation,2014,4,25
hispanic,male,citation,2014,5,21
hispanic,male,citation,2014,6,37
hispanic,male,citation,2014,7,54
hispanic,male,citation,2014,8,97
hispanic,male,citation,2014,9,74
hispanic,male,citation,2014,10,59
hispanic,male,citation,2014,11,59
hispanic,male,citation,2014,12,58
hispanic,male,citation,2015,1,70
hispanic,male,citation,2015,2,45
hispanic,male,citation,2015,3,45
hispanic,male,citation,2015,4,67
hispanic,male,citation,2015,5,34
hispanic,male,citation,2015,6,55
hispanic,male,citation,2015,7,67
hispanic,male,citation,2015,8,84
hispanic,male,citation,2015,9,87
hispanic,male,citation,2015,10,79
hispanic,male,citation,2015,11,54
hispanic,male,citation,2015,12,47
hispanic,male,citation,2016,1,44
hispanic,male,citation,2016,2,24
hispanic,male,citation,2016,3,37
hispanic,male,citation,2016,4,33
hispanic,male,citation,2016,5,47
hispanic,male,citation,2016,6,53
hispanic,male,citation,2016,7,33
hispanic,male,citation,2016,8,57
hispanic,male,citation,2016,9,34
hispanic,male,citation,2016,10,25
hispanic,male,citation,2016,11,20
hispanic,male,citation,2016,12,47
hispanic,male,citation,2017,1,74
hispanic,male,citation,2017,2,28
hispanic,male,citation,2017,3,34
hispanic,male,citation,2017,4,40
hispanic,male,citation,2017,5,34
hispanic,male,citation,2017,6,33
hispanic,male,citation,2017,7,52
hispanic,male,citation,2017,8,53
hispanic,male,citation,2017,9,40
hispanic,male,citation,2017,10,31
hispanic,male,citation,2017,11,30
hispanic,male,citation,2017,12,21
hispanic,male,citation,2018,1,19
hispanic,male,citation,2018,2,14
hispanic,male,citation,2018,3,24
hispanic,male,citation,2018,4,23
hispanic,male,citation,2018,5,45
hispanic,male,citation,2018,6,48
hispanic,male,citation,2018,7,32
hispanic,male,warning,2011,5,28
hispanic,male,warning,2011,6,29
hispanic,male,warning,2011,7,26
hispanic,male,warning,2011,8,45
hispanic,male,warning,2011,9,36
hispanic,male,warning,2011,10,31
hispanic,male,warning,2011,11,21
hispanic,male,warning,2011,12,28
hispanic,male,warning,2012,1,19
hispanic,male,warning,2012,2,19
hispanic,male,warning,2012,3,34
hispanic,male,warning,2012,4,18
hispanic,male,warning,2012,5,22
hispanic,male,warning,2012,6,36
hispanic,male,warning,2012,7,26
hispanic,male,warning,2012,8,22
hispanic,male,warning,2012,9,8
hispanic,male,warning,2012,10,18
hispanic,male,warning,2012,11,17
hispanic,male,warning,2012,12,14
hispanic,male,warning,2013,1,10
hispanic,male,warning,2013,2,4
hispanic,male,warning,2013,3,17
hispanic,male,warning,2013,4,15
hispanic,male,warning,2013,5,8
hispanic,male,warning,2013,6,10
hispanic,male,warning,2013,7,13
hispanic,male,warning,2013,8,9
hispanic,male,warning,2013,9,6
hispanic,male,warning,2013,10,5
hispanic,male,warning,2013,11,10
hispanic,male,warning,2013,12,13
hispanic,male,warning,2014,1,20
hispanic,male,warning,2014,2,9
hispanic,male,warning,2014,3,9
hispanic,male,warning,2014,4,11
hispanic,male,warning,2014,5,14
hispanic,male,warning,2014,6,23
hispanic,male,warning,2014,7,19
hispanic,male,warning,2014,8,32
hispanic,male,warning,2014,9,39
hispanic,male,warning,2014,10,42
hispanic,male,warning,2014,11,41
hispanic,male,warning,2014,12,42
hispanic,male,warning,2015,1,53
hispanic,male,warning,2015,2,36
hispanic,male,warning,2015,3,31
hispanic,male,warning,2015,4,38
hispanic,male,warning,2015,5,23
hispanic,male,warning,2015,6,48
hispanic,male,warning,2015,7,50
hispanic,male,warning,2015,8,46
hispanic,male,warning,2015,9,45
hispanic,male,warning,2015,10,41
hispanic,male,warning,2015,11,35
hispanic,male,warning,2015,12,32
hispanic,male,warning,2016,1,41
hispanic,male,warning,2016,2,22
hispanic,male,warning,2016,3,34
hispanic,male,warning,2016,4,29
hispanic,male,warning,2016,5,33
hispanic,male,warning,2016,6,21
hispanic,male,warning,2016,7,23
hispanic,male,warning,2016,8,26
hispanic,male,warning,2016,9,30
hispanic,male,warning,2016,10,21
hispanic,male,warning,2016,11,21
hispanic,male,warning,2016,12,21
hispanic,male,warning,2017,1,25
hispanic,male,warning,2017,2,20
hispanic,male,warning,2017,3,33
hispanic,male,warning,2017,4,27
hispanic,male,warning,2017,5,36
hispanic,male,warning,2017,6,34
hispanic,male,warning,2017,7,41
hispanic,male,warning,2017,8,37
hispanic,male,warning,2017,9,42
hispanic,male,warning,2017,10,30
hispanic,male,warning,2017,11,42
hispanic,male,warning,2017,12,27
hispanic,male,warning,2018,1,51
hispanic,male,warning,2018,2,31
hispanic,male,warning,2018,3,35
hispanic,male,warning,2018,4,39
hispanic,male,warning,2018,5,38
hispanic,male,warning,2018,6,39
hispanic,male,warning,2018,7,29
other,female,arrest,2012,12,1
other,female,arrest,2013,7,1
other,female,arrest,2014,5,1
other,female,arrest,2015,3,1
other,female,arrest,2016,5,1
other,female,arrest,2016,10,1
other,female,arrest,2017,6,1
other,female,arrest,2017,10,1
other,female,citation,2011,7,1
other,female,citation,2011,9,2
other,female,citation,2011,11,1
other,female,citation,2011,12,2
other,female,citation,2012,4,1
other,female,citation,2012,5,1
other,female,citation,2012,6,1
other,female,citation,2012,7,2
other,female,citation,2013,5,1
other,female,citation,2013,11,1
other,female,citation,2014,6,1
other,female,citation,2014,9,1
other,female,citation,2014,10,1
other,female,citation,2014,12,1
other,female,citation,2015,3,1
other,female,citation,2015,4,1
other,female,citation,2015,8,3
other,female,citation,2015,9,2
other,female,citation,2015,12,1
other,female,citation,2016,2,2
other,female,citation,2016,6,1
other,female,citation,2016,9,1
other,female,citation,2016,10,1
other,female,citation,2017,1,1
other,female,citation,2017,3,1
other,female,citation,2017,8,3
other,female,citation,2018,6,1
other,female,warning,2011,5,1
other,female,warning,2011,10,1
other,female,warning,2011,11,1
other,female,warning,2012,1,1
other,female,warning,2012,3,1
other,female,warning,2012,5,1
other,female,warning,2015,2,1
other,female,warning,2015,4,1
other,female,warning,2015,6,1
other,female,warning,2015,7,1
other,female,warning,2016,4,1
other,female,warning,2016,9,1
other,female,warning,2017,7,1
other,female,warning,2017,9,2
other,female,warning,2018,1,1
other,female,warning,2018,4,3
other,female,warning,2018,5,1
other,female,warning,2018,6,1
other,male,arrest,2011,8,1
other,male,arrest,2011,10,2
other,male,arrest,2011,11,1
other,male,arrest,2012,8,1
other,male,arrest,2012,9,1
other,male,arrest,2012,10,1
other,male,arrest,2013,10,1
other,male,arrest,2014,1,2
other,male,arrest,2014,6,1
other,male,arrest,2014,7,1
other,male,arrest,2014,11,1
other,male,arrest,2014,12,1
other,male,arrest,2015,1,1
other,male,arrest,2015,7,1
other,male,arrest,2015,8,1
other,male,arrest,2015,10,1
other,male,arrest,2016,8,1
other,male,arrest,2016,9,1
other,male,arrest,2016,11,1
other,male,arrest,2017,1,2
other,male,arrest,2017,2,1
other,male,arrest,2017,3,1
other,male,arrest,2017,11,1
other,male,arrest,2017,12,1
other,male,arrest,2018,4,1
other,male,citation,2011,5,3
other,male,citation,2011,6,2
other,male,citation,2011,7,2
other,male,citation,2011,8,1
other,male,citation,2011,9,3
other,male,citation,2011,10,3
other,male,citation,2011,11,1
other,male,citation,2011,12,1
other,male,citation,2012,1,1
other,male,citation,2012,2,2
other,male,citation,2012,3,1
other,male,citation,2012,4,1
other,male,citation,2012,7,6
other,male,citation,2012,8,1
other,male,citation,2012,10,2
other,male,citation,2012,11,1
other,male,citation,2013,1,1
other,male,citation,2013,8,3
other,male,citation,2013,9,2
other,male,citation,2013,12,1
other,male,citation,2014,1,1
other,male,citation,2014,4,1
other,male,citation,2014,7,1
other,male,citation,2014,8,2
other,male,citation,2014,9,3
other,male,citation,2014,10,3
other,male,citation,2014,11,4
other,male,citation,2014,12,1
other,male,citation,2015,1,5
other,male,citation,2015,2,2
other,male,citation,2015,3,3
other,male,citation,2015,5,2
other,male,citation,2015,6,1
other,male,citation,2015,7,3
other,male,citation,2015,8,2
other,male,citation,2015,9,3
other,male,citation,2015,10,1
other,male,citation,2015,11,2
other,male,citation,2015,12,1
other,male,citation,2016,1,1
other,male,citation,2016,2,2
other,male,citation,2016,4,1
other,male,citation,2016,6,1
other,male,citation,2016,8,1
other,male,citation,2016,9,1
other,male,citation,2016,10,1
other,male,citation,2016,12,1
other,male,citation,2017,1,5
other,male,citation,2017,4,2
other,male,citation,2017,7,1
other,male,citation,2017,8,1
other,male,citation,2017,10,3
other,male,citation,2017,11,1
other,male,citation,2018,3,1
other,male,citation,2018,5,2
other,male,citation,2018,6,2
other,male,warning,2011,6,1
other,male,warning,2011,9,1
other,male,warning,2012,7,1
other,male,warning,2012,8,1
other,male,warning,2013,1,1
other,male,warning,2013,3,1
other,male,warning,2013,11,1
other,male,warning,2014,2,1
other,male,warning,2014,3,1
other,male,warning,2014,7,1
other,male,warning,2014,10,1
other,male,warning,2014,11,3
other,male,warning,2015,1,3
other,male,warning,2015,3,2
other,male,warning,2015,4,2
other,male,warning,2015,5,2
other,male,warning,2015,7,2
other,male,warning,2015,8,1
other,male,warning,2015,9,1
other,male,warning,2015,10,1
other,male,warning,2015,11,1
other,male,warning,2016,1,2
other,male,warning,2016,2,1
other,male,warning,2016,3,1
other,male,warning,2016,8,2
other,male,warning,2016,9,1
other,male,warning,2016,12,1
other,male,warning,2017,2,2
other,male,warning,2017,3,4
other,male,warning,2017,4,1
other,male,warning,2017,7,3
other,male,warning,2017,8,1
other,male,warning,2017,11,5
other,male,warning,2017,12,1
other,male,warning,2018,1,2
other,male,warning,2018,4,3
other,male,warning,2018,5,2
other,male,warning,2018,6,3
other,male,warning,2018,7,1
white,female,arrest,2011,5,31
white,female,arrest,2011,6,42
white,female,arrest,2011,7,37
white,female,arrest,2011,8,53
white,female,arrest,2011,9,52
white,female,arrest,2011,10,67
white,female,arrest,2011,11,55
white,female,arrest,2011,12,64
white,female,arrest,2012,1,47
white,female,arrest,2012,2,55
white,female,arrest,2012,3,86
white,female,arrest,2012,4,76
white,female,arrest,2012,5,71
white,female,arrest,2012,6,56
white,female,arrest,2012,7,45
white,female,arrest,2012,8,31
white,female,arrest,2012,9,30
white,female,arrest,2012,10,46
white,female,arrest,2012,11,41
white,female,arrest,2012,12,63
white,female,arrest,2013,1,69
white,female,arrest,2013,2,47
white,female,arrest,2013,3,68
white,female,arrest,2013,4,36
white,female,arrest,2013,5,48
white,female,arrest,2013,6,67
white,female,arrest,2013,7,71
white,female,arrest,2013,8,60
white,female,arrest,2013,9,50
white,female,arrest,2013,10,55
white,female,arrest,2013,11,44
white,female,arrest,2013,12,58
white,female,arrest,2014,1,61
white,female,arrest,2014,2,60
white,female,arrest,2014,3,45
white,female,arrest,2014,4,69
white,female,arrest,2014,5,56
white,female,arrest,2014,6,80
white,female,arrest,2014,7,74
white,female,arrest,2014,8,90
white,female,arrest,2014,9,62
white,female,arrest,2014,10,77
white,female,arrest,2014,11,54
white,female,arrest,2014,12,71
white,female,arrest,2015,1,85
white,female,arrest,2015,2,67
white,female,arrest,2015,3,65
white,female,arrest,2015,4,61
white,female,arrest,2015,5,65
white,female,arrest,2015,6,63
white,female,arrest,2015,7,60
white,female,arrest,2015,8,82
white,female,arrest,2015,9,74
white,female,arrest,2015,10,89
white,female,arrest,2015,11,68
white,female,arrest,2015,12,52
white,female,arrest,2016,1,63
white,female,arrest,2016,2,55
white,female,arrest,2016,3,59
white,female,arrest,2016,4,44
white,female,arrest,2016,5,50
white,female,arrest,2016,6,39
white,female,arrest,2016,7,40
white,female,arrest,2016,8,53
white,female,arrest,2016,9,67
white,female,arrest,2016,10,61
white,female,arrest,2016,11,48
white,female,arrest,2016,12,59
white,female,arrest,2017,1,79
white,female,arrest,2017,2,46
white,female,arrest,2017,3,78
white,female,arrest,2017,4,69
white,female,arrest,2017,5,70
white,female,arrest,2017,6,49
white,female,arrest,2017,7,78
white,female,arrest,2017,8,78
white,female,arrest,2017,9,63
white,female,arrest,2017,10,49
white,female,arrest,2017,11,59
white,female,arrest,2017,12,58
white,female,arrest,2018,1,73
white,female,arrest,2018,2,50
white,female,arrest,2018,3,58
white,female,arrest,2018,4,33
white,female,arrest,2018,5,45
white,female,arrest,2018,6,41
white,female,arrest,2018,7,12
white,female,citation,2011,5,114
white,female,citation,2011,6,155
white,female,citation,2011,7,133
white,female,citation,2011,8,171
white,female,citation,2011,9,167
white,female,citation,2011,10,152
white,female,citation,2011,11,139
white,female,citation,2011,12,190
white,female,citation,2012,1,174
white,female,citation,2012,2,148
white,female,citation,2012,3,241
white,female,citation,2012,4,172
white,female,citation,2012,5,172
white,female,citation,2012,6,151
white,female,citation,2012,7,121
white,female,citation,2012,8,96
white,female,citation,2012,9,56
white,female,citation,2012,10,89
white,female,citation,2012,11,87
white,female,citation,2012,12,96
white,female,citation,2013,1,85
white,female,citation,2013,2,44
white,female,citation,2013,3,78
white,female,citation,2013,4,56
white,female,citation,2013,5,87
white,female,citation,2013,6,69
white,female,citation,2013,7,74
white,female,citation,2013,8,65
white,female,citation,2013,9,105
white,female,citation,2013,10,96
white,female,citation,2013,11,151
white,female,citation,2013,12,117
white,female,citation,2014,1,105
white,female,citation,2014,2,101
white,female,citation,2014,3,106
white,female,citation,2014,4,79
white,female,citation,2014,5,101
white,female,citation,2014,6,121
white,female,citation,2014,7,118
white,female,citation,2014,8,276
white,female,citation,2014,9,274
white,female,citation,2014,10,185
white,female,citation,2014,11,151
white,female,citation,2014,12,148
white,female,citation,2015,1,185
white,female,citation,2015,2,116
