subject_race,subject_sex,outcome,year,month,reason_for_stop,count
black,female,warning,2012,8,OTHER,1
black,female,warning,2012,8,SUSPECT PE,4
black,female,warning,2012,8,SUSPECT VE,5
black,female,warning,2012,8,TRAFFIC VI,159
black,female,warning,2012,9,CALL FOR S,11
black,female,warning,2012,9,CRIMINAL V,3
black,female,warning,2012,9,FLAGGED DO,2
black,female,warning,2012,9,OTHER,4
black,female,warning,2012,9,PRESENT AT,2
black,female,warning,2012,9,SUSPECT PE,14
black,female,warning,2012,9,SUSPECT VE,4
black,female,warning,2012,9,TRAFFIC VI,111
black,female,warning,2012,10,CALL FOR S,1
black,female,warning,2012,10,CRIMINAL V,4
black,female,warning,2012,10,OTHER,6
black,female,warning,2012,10,SUSPECT PE,18
black,female,warning,2012,10,SUSPECT VE,1
black,female,warning,2012,10,TRAFFIC VI,129
black,female,warning,2012,11,CALL FOR S,5
black,female,warning,2012,11,CITIZEN CO,4
black,female,warning,2012,11,OTHER,1
black,female,warning,2012,11,SUSPECT PE,4
black,female,warning,2012,11,SUSPECT VE,1
black,female,warning,2012,11,TRAFFIC VI,87
black,female,warning,2012,12,CALL FOR S,6
black,female,warning,2012,12,OTHER,2
black,female,warning,2012,12,SUSPECT PE,11
black,female,warning,2012,12,SUSPECT VE,1
black,female,warning,2012,12,TRAFFIC VI,106
black,female,warning,2013,1,CALL FOR S,9
black,female,warning,2013,1,CITIZEN CO,4
black,female,warning,2013,1,CRIMINAL V,1
black,female,warning,2013,1,OTHER,2
black,female,warning,2013,1,SUSPECT PE,8
black,female,warning,2013,1,SUSPECT VE,1
black,female,warning,2013,1,TRAFFIC VI,84
black,female,warning,2013,2,CALL FOR S,2
black,female,warning,2013,2,CRIMINAL V,1
black,female,warning,2013,2,OTHER,2
black,female,warning,2013,2,SUSPECT PE,3
black,female,warning,2013,2,TRAFFIC VI,74
black,female,warning,2013,3,CALL FOR S,6
black,female,warning,2013,3,CITIZEN CO,1
black,female,warning,2013,3,OTHER,1
black,female,warning,2013,3,SUSPECT PE,9
black,female,warning,2013,3,TRAFFIC VI,113
black,female,warning,2013,4,CALL FOR S,6
black,female,warning,2013,4,CITIZEN CO,1
black,female,warning,2013,4,CRIMINAL V,1
black,female,warning,2013,4,SUSPECT PE,4
black,female,warning,2013,4,TRAFFIC VI,110
black,female,warning,2013,5,CALL FOR S,5
black,female,warning,2013,5,CITIZEN CO,2
black,female,warning,2013,5,CRIMINAL V,1
black,female,warning,2013,5,SUSPECT PE,7
black,female,warning,2013,5,TRAFFIC VI,98
black,female,warning,2013,6,CALL FOR S,7
black,female,warning,2013,6,CITIZEN CO,2
black,female,warning,2013,6,OTHER,4
black,female,warning,2013,6,SUSPECT PE,11
black,female,warning,2013,6,TRAFFIC VI,93
black,female,warning,2013,7,CALL FOR S,7
black,female,warning,2013,7,CITIZEN CO,1
black,female,warning,2013,7,CRIMINAL V,2
black,female,warning,2013,7,OTHER,1
black,female,warning,2013,7,SUSPECT PE,5
black,female,warning,2013,7,SUSPECT VE,5
black,female,warning,2013,7,TRAFFIC VI,136
black,female,warning,2013,8,CALL FOR S,10
black,female,warning,2013,8,CITIZEN CO,4
black,female,warning,2013,8,CRIMINAL V,3
black,female,warning,2013,8,SUSPECT PE,8
black,female,warning,2013,8,SUSPECT VE,2
black,female,warning,2013,8,TRAFFIC VI,107
black,female,warning,2013,9,CALL FOR S,10
black,female,warning,2013,9,CITIZEN CO,10
black,female,warning,2013,9,CRIMINAL V,3
black,female,warning,2013,9,OTHER,5
black,female,warning,2013,9,PRESENT AT,1
black,female,warning,2013,9,SUSPECT PE,11
black,female,warning,2013,9,TRAFFIC VI,110
black,female,warning,2013,10,CALL FOR S,3
black,female,warning,2013,10,CRIMINAL V,2
black,female,warning,2013,10,FLAGGED DO,4
black,female,warning,2013,10,SUSPECT PE,9
black,female,warning,2013,10,TRAFFIC VI,121
black,female,warning,2013,11,CALL FOR S,9
black,female,warning,2013,11,CITIZEN CO,1
black,female,warning,2013,11,FLAGGED DO,1
black,female,warning,2013,11,OTHER,1
black,female,warning,2013,11,SUSPECT PE,3
black,female,warning,2013,11,SUSPECT VE,1
black,female,warning,2013,11,TRAFFIC VI,152
black,female,warning,2013,12,CALL FOR S,8
black,female,warning,2013,12,CITIZEN CO,1
black,female,warning,2013,12,OTHER,1
black,female,warning,2013,12,SUSPECT PE,10
black,female,warning,2013,12,SUSPECT VE,1
black,female,warning,2013,12,TRAFFIC VI,127
black,female,warning,2014,1,CALL FOR S,3
black,female,warning,2014,1,OTHER,1
black,female,warning,2014,1,SUSPECT PE,3
black,female,warning,2014,1,TRAFFIC VI,158
black,female,warning,2014,2,CALL FOR S,5
black,female,warning,2014,2,CRIMINAL V,1
black,female,warning,2014,2,JUVENILE V,1
black,female,warning,2014,2,OTHER,2
black,female,warning,2014,2,SUSPECT PE,7
black,female,warning,2014,2,TRAFFIC VI,103
black,female,warning,2014,3,CALL FOR S,4
black,female,warning,2014,3,CRIMINAL V,2
black,female,warning,2014,3,JUVENILE V,1
black,female,warning,2014,3,OTHER,1
black,female,warning,2014,3,SUSPECT PE,1
black,female,warning,2014,3,TRAFFIC VI,75
black,female,warning,2014,4,CALL FOR S,7
black,female,warning,2014,4,CITIZEN CO,1
black,female,warning,2014,4,CRIMINAL V,3
black,female,warning,2014,4,FLAGGED DO,2
black,female,warning,2014,4,OTHER,5
black,female,warning,2014,4,SUSPECT PE,7
black,female,warning,2014,4,SUSPECT VE,4
black,female,warning,2014,4,TRAFFIC VI,132
black,female,warning,2014,5,CALL FOR S,13
black,female,warning,2014,5,CRIMINAL V,2
black,female,warning,2014,5,OTHER,5
black,female,warning,2014,5,SUSPECT PE,1
black,female,warning,2014,5,SUSPECT VE,3
black,female,warning,2014,5,TRAFFIC VI,158
black,female,warning,2014,6,CALL FOR S,10
black,female,warning,2014,6,CITIZEN CO,3
black,female,warning,2014,6,CRIMINAL V,6
black,female,warning,2014,6,FLAGGED DO,1
black,female,warning,2014,6,SUSPECT PE,18
black,female,warning,2014,6,SUSPECT VE,3
black,female,warning,2014,6,TRAFFIC VI,225
black,female,warning,2014,7,CALL FOR S,12
black,female,warning,2014,7,CITIZEN CO,4
black,female,warning,2014,7,CRIMINAL V,3
black,female,warning,2014,7,OTHER,2
black,female,warning,2014,7,PRESENT AT,1
black,female,warning,2014,7,SUSPECT PE,12
black,female,warning,2014,7,SUSPECT VE,4
black,female,warning,2014,7,TRAFFIC VI,224
black,female,warning,2014,8,CALL FOR S,13
black,female,warning,2014,8,CITIZEN CO,6
black,female,warning,2014,8,CRIMINAL V,3
black,female,warning,2014,8,FLAGGED DO,1
black,female,warning,2014,8,OTHER,2
black,female,warning,2014,8,SUSPECT PE,14
black,female,warning,2014,8,SUSPECT VE,4
black,female,warning,2014,8,TRAFFIC VI,331
black,female,warning,2014,9,CALL FOR S,14
black,female,warning,2014,9,CITIZEN CO,4
black,female,warning,2014,9,CRIMINAL V,3
black,female,warning,2014,9,FLAGGED DO,1
black,female,warning,2014,9,JUVENILE V,1
black,female,warning,2014,9,OTHER,4
black,female,warning,2014,9,SUSPECT PE,14
black,female,warning,2014,9,SUSPECT VE,1
black,female,warning,2014,9,TRAFFIC VI,320
black,female,warning,2014,10,CALL FOR S,33
black,female,warning,2014,10,CITIZEN CO,2
black,female,warning,2014,10,CRIMINAL V,4
black,female,warning,2014,10,FLAGGED DO,2
black,female,warning,2014,10,OTHER,10
black,female,warning,2014,10,SUSPECT PE,11
black,female,warning,2014,10,SUSPECT VE,6
black,female,warning,2014,10,TRAFFIC VI,407
black,female,warning,2014,11,CALL FOR S,24
black,female,warning,2014,11,CITIZEN CO,4
black,female,warning,2014,11,CRIMINAL V,1
black,female,warning,2014,11,FLAGGED DO,1
black,female,warning,2014,11,OTHER,9
black,female,warning,2014,11,SUSPECT PE,10
black,female,warning,2014,11,TRAFFIC VI,400
black,female,warning,2014,12,CALL FOR S,14
black,female,warning,2014,12,CITIZEN CO,1
black,female,warning,2014,12,FLAGGED DO,1
black,female,warning,2014,12,OTHER,4
black,female,warning,2014,12,SUSPECT PE,8
black,female,warning,2014,12,SUSPECT VE,9
black,female,warning,2014,12,TRAFFIC VI,370
black,female,warning,2015,1,CALL FOR S,21
black,female,warning,2015,1,CITIZEN CO,2
black,female,warning,2015,1,CRIMINAL V,8
black,female,warning,2015,1,FLAGGED DO,2
black,female,warning,2015,1,OTHER,6
black,female,warning,2015,1,SUSPECT PE,9
black,female,warning,2015,1,SUSPECT VE,2
black,female,warning,2015,1,TRAFFIC VI,463
black,female,warning,2015,2,CALL FOR S,12
black,female,warning,2015,2,CITIZEN CO,1
black,female,warning,2015,2,CRIMINAL V,3
black,female,warning,2015,2,FLAGGED DO,1
black,female,warning,2015,2,JUVENILE V,3
black,female,warning,2015,2,OTHER,9
black,female,warning,2015,2,SUSPECT PE,5
black,female,warning,2015,2,TRAFFIC VI,317
black,female,warning,2015,3,CALL FOR S,25
black,female,warning,2015,3,CRIMINAL V,3
black,female,warning,2015,3,FLAGGED DO,1
black,female,warning,2015,3,OTHER,8
black,female,warning,2015,3,SUSPECT PE,9
black,female,warning,2015,3,SUSPECT VE,1
black,female,warning,2015,3,TRAFFIC VI,382
black,female,warning,2015,4,CALL FOR S,17
black,female,warning,2015,4,CITIZEN CO,2
black,female,warning,2015,4,CRIMINAL V,1
black,female,warning,2015,4,FLAGGED DO,2
black,female,warning,2015,4,JUVENILE V,3
black,female,warning,2015,4,OTHER,5
black,female,warning,2015,4,SUSPECT PE,13
black,female,warning,2015,4,SUSPECT VE,5
black,female,warning,2015,4,TRAFFIC VI,416
black,female,warning,2015,5,CALL FOR S,32
black,female,warning,2015,5,CITIZEN CO,2
black,female,warning,2015,5,OTHER,8
black,female,warning,2015,5,PRESENT AT,1
black,female,warning,2015,5,SUSPECT PE,18
black,female,warning,2015,5,SUSPECT VE,1
black,female,warning,2015,5,TRAFFIC VI,361
black,female,warning,2015,6,CALL FOR S,17
black,female,warning,2015,6,CITIZEN CO,5
black,female,warning,2015,6,CRIMINAL V,4
black,female,warning,2015,6,OTHER,8
black,female,warning,2015,6,SUSPECT PE,6
black,female,warning,2015,6,SUSPECT VE,3
black,female,warning,2015,6,TRAFFIC VI,412
black,female,warning,2015,7,CALL FOR S,14
black,female,warning,2015,7,CITIZEN CO,2
black,female,warning,2015,7,FLAGGED DO,1
black,female,warning,2015,7,OTHER,10
black,female,warning,2015,7,SUSPECT PE,9
black,female,warning,2015,7,SUSPECT VE,1
black,female,warning,2015,7,TRAFFIC VI,437
black,female,warning,2015,8,CALL FOR S,22
black,female,warning,2015,8,CITIZEN CO,4
black,female,warning,2015,8,CRIMINAL V,7
black,female,warning,2015,8,FLAGGED DO,2
black,female,warning,2015,8,OTHER,2
black,female,warning,2015,8,SUSPECT PE,17
black,female,warning,2015,8,SUSPECT VE,2
black,female,warning,2015,8,TRAFFIC VI,449
black,female,warning,2015,9,CALL FOR S,12
black,female,warning,2015,9,CITIZEN CO,8
black,female,warning,2015,9,CRIMINAL V,5
black,female,warning,2015,9,FLAGGED DO,1
black,female,warning,2015,9,OTHER,9
black,female,warning,2015,9,PRESENT AT,1
black,female,warning,2015,9,SUSPECT PE,13
black,female,warning,2015,9,SUSPECT VE,2
black,female,warning,2015,9,TRAFFIC VI,463
black,female,warning,2015,10,CALL FOR S,23
black,female,warning,2015,10,CITIZEN CO,2
black,female,warning,2015,10,CRIMINAL V,5
black,female,warning,2015,10,OTHER,5
black,female,warning,2015,10,SUSPECT PE,8
black,female,warning,2015,10,TRAFFIC VI,421
black,female,warning,2015,11,CALL FOR S,12
black,female,warning,2015,11,CITIZEN CO,3
black,female,warning,2015,11,CRIMINAL V,4
black,female,warning,2015,11,OTHER,3
black,female,warning,2015,11,SUSPECT PE,4
black,female,warning,2015,11,TRAFFIC VI,397
black,female,warning,2015,12,CALL FOR S,12
black,female,warning,2015,12,CITIZEN CO,2
black,female,warning,2015,12,CRIMINAL V,2
black,female,warning,2015,12,FLAGGED DO,1
black,female,warning,2015,12,OTHER,5
black,female,warning,2015,12,SUSPECT PE,7
black,female,warning,2015,12,SUSPECT VE,2
black,female,warning,2015,12,TRAFFIC VI,321
black,female,warning,2016,1,CALL FOR S,9
black,female,warning,2016,1,CITIZEN CO,4
black,female,warning,2016,1,CRIMINAL V,2
black,female,warning,2016,1,OTHER,7
black,female,warning,2016,1,SUSPECT PE,9
black,female,warning,2016,1,SUSPECT VE,5
black,female,warning,2016,1,TRAFFIC VI,454
black,female,warning,2016,2,CALL FOR S,18
black,female,warning,2016,2,CITIZEN CO,3
black,female,warning,2016,2,CRIMINAL V,1
black,female,warning,2016,2,FLAGGED DO,1
black,female,warning,2016,2,OTHER,12
black,female,warning,2016,2,SUSPECT PE,13
black,female,warning,2016,2,SUSPECT VE,2
black,female,warning,2016,2,TRAFFIC VI,344
black,female,warning,2016,3,CALL FOR S,18
black,female,warning,2016,3,CITIZEN CO,4
black,female,warning,2016,3,FLAGGED DO,1
black,female,warning,2016,3,JUVENILE V,1
black,female,warning,2016,3,OTHER,3
black,female,warning,2016,3,SUSPECT PE,6
black,female,warning,2016,3,SUSPECT VE,1
black,female,warning,2016,3,TRAFFIC VI,364
black,female,warning,2016,4,CALL FOR S,12
black,female,warning,2016,4,CITIZEN CO,2
black,female,warning,2016,4,CRIMINAL V,2
black,female,warning,2016,4,FLAGGED DO,1
black,female,warning,2016,4,OTHER,2
black,female,warning,2016,4,SUSPECT PE,5
black,female,warning,2016,4,SUSPECT VE,4
black,female,warning,2016,4,TRAFFIC VI,278
black,female,warning,2016,5,CALL FOR S,8
black,female,warning,2016,5,CITIZEN CO,1
black,female,warning,2016,5,CRIMINAL V,1
black,female,warning,2016,5,OTHER,3
black,female,warning,2016,5,SUSPECT PE,8
black,female,warning,2016,5,TRAFFIC VI,292
black,female,warning,2016,6,CALL FOR S,16
black,female,warning,2016,6,CITIZEN CO,2
black,female,warning,2016,6,CRIMINAL V,3
black,female,warning,2016,6,OTHER,8
black,female,warning,2016,6,SUSPECT PE,4
black,female,warning,2016,6,SUSPECT VE,2
black,female,warning,2016,6,TRAFFIC VI,243
black,female,warning,2016,7,CALL FOR S,10
black,female,warning,2016,7,CITIZEN CO,1
black,female,warning,2016,7,CRIMINAL V,1
black,female,warning,2016,7,OTHER,6
black,female,warning,2016,7,SUSPECT PE,5
black,female,warning,2016,7,SUSPECT VE,3
black,female,warning,2016,7,TRAFFIC VI,204
black,female,warning,2016,8,CALL FOR S,13
black,female,warning,2016,8,CITIZEN CO,3
black,female,warning,2016,8,OTHER,5
black,female,warning,2016,8,SUSPECT PE,8
black,female,warning,2016,8,SUSPECT VE,3
black,female,warning,2016,8,TRAFFIC VI,274
black,female,warning,2016,9,CALL FOR S,9
black,female,warning,2016,9,CITIZEN CO,1
black,female,warning,2016,9,OTHER,3
black,female,warning,2016,9,SUSPECT PE,8
black,female,warning,2016,9,SUSPECT VE,1
black,female,warning,2016,9,TRAFFIC VI,302
black,female,warning,2016,10,CALL FOR S,9
black,female,warning,2016,10,CITIZEN CO,8
black,female,warning,2016,10,FLAGGED DO,1
black,female,warning,2016,10,OTHER,3
black,female,warning,2016,10,SUSPECT PE,10
black,female,warning,2016,10,SUSPECT VE,1
black,female,warning,2016,10,TRAFFIC VI,248
black,female,warning,2016,11,CALL FOR S,16
black,female,warning,2016,11,CITIZEN CO,2
black,female,warning,2016,11,CRIMINAL V,2
black,female,warning,2016,11,OTHER,3
black,female,warning,2016,11,SUSPECT PE,5
black,female,warning,2016,11,TRAFFIC VI,220
black,female,warning,2016,12,CALL FOR S,5
black,female,warning,2016,12,CITIZEN CO,2
black,female,warning,2016,12,CRIMINAL V,1
black,female,warning,2016,12,OTHER,2
black,female,warning,2016,12,SUSPECT PE,7
black,female,warning,2016,12,SUSPECT VE,1
black,female,warning,2016,12,TRAFFIC VI,218
black,female,warning,2017,1,CALL FOR S,6
black,female,warning,2017,1,CITIZEN CO,1
black,female,warning,2017,1,CRIMINAL V,4
black,female,warning,2017,1,FLAGGED DO,2
black,female,warning,2017,1,OTHER,3
black,female,warning,2017,1,SUSPECT PE,8
black,female,warning,2017,1,SUSPECT VE,3
black,female,warning,2017,1,TRAFFIC VI,289
black,female,warning,2017,2,CALL FOR S,11
black,female,warning,2017,2,CITIZEN CO,4
black,female,warning,2017,2,CRIMINAL V,1
black,female,warning,2017,2,FLAGGED DO,2
black,female,warning,2017,2,OTHER,3
black,female,warning,2017,2,SUSPECT PE,7
black,female,warning,2017,2,SUSPECT VE,2
black,female,warning,2017,2,TRAFFIC VI,212
black,female,warning,2017,3,CALL FOR S,17
black,female,warning,2017,3,CITIZEN CO,3
black,female,warning,2017,3,OTHER,3
black,female,warning,2017,3,SUSPECT PE,10
black,female,warning,2017,3,SUSPECT VE,1
black,female,warning,2017,3,TRAFFIC VI,485
black,female,warning,2017,4,CALL FOR S,9
black,female,warning,2017,4,CITIZEN CO,3
black,female,warning,2017,4,CRIMINAL V,3
black,female,warning,2017,4,OTHER,8
black,female,warning,2017,4,SUSPECT PE,10
black,female,warning,2017,4,SUSPECT VE,3
black,female,warning,2017,4,TRAFFIC VI,402
black,female,warning,2017,5,CALL FOR S,8
black,female,warning,2017,5,CITIZEN CO,1
black,female,warning,2017,5,OTHER,6
black,female,warning,2017,5,SUSPECT PE,10
black,female,warning,2017,5,SUSPECT VE,1
black,female,warning,2017,5,TRAFFIC VI,349
black,female,warning,2017,6,CALL FOR S,7
black,female,warning,2017,6,CITIZEN CO,2
black,female,warning,2017,6,CRIMINAL V,1
black,female,warning,2017,6,OTHER,4
black,female,warning,2017,6,SUSPECT PE,8
black,female,warning,2017,6,TRAFFIC VI,360
black,female,warning,2017,7,CALL FOR S,15
black,female,warning,2017,7,CITIZEN CO,1
black,female,warning,2017,7,CRIMINAL V,1
black,female,warning,2017,7,OTHER,12
black,female,warning,2017,7,SUSPECT PE,5
black,female,warning,2017,7,SUSPECT VE,4
black,female,warning,2017,7,TRAFFIC VI,401
black,female,warning,2017,8,CALL FOR S,16
black,female,warning,2017,8,CITIZEN CO,4
black,female,warning,2017,8,CRIMINAL V,3
black,female,warning,2017,8,FLAGGED DO,1
black,female,warning,2017,8,OTHER,5
black,female,warning,2017,8,SUSPECT PE,7
black,female,warning,2017,8,SUSPECT VE,5
black,female,warning,2017,8,TRAFFIC VI,445
black,female,warning,2017,9,CALL FOR S,10
black,female,warning,2017,9,CITIZEN CO,1
black,female,warning,2017,9,CRIMINAL V,2
black,female,warning,2017,9,OTHER,5
black,female,warning,2017,9,SUSPECT PE,12
black,female,warning,2017,9,TRAFFIC VI,482
black,female,warning,2017,10,CALL FOR S,10
black,female,warning,2017,10,CITIZEN CO,2
black,female,warning,2017,10,OTHER,2
black,female,warning,2017,10,SUSPECT PE,4
black,female,warning,2017,10,SUSPECT VE,2
black,female,warning,2017,10,TRAFFIC VI,375
black,female,warning,2017,11,CALL FOR S,6
black,female,warning,2017,11,CITIZEN CO,3
black,female,warning,2017,11,CRIMINAL V,1
black,female,warning,2017,11,FLAGGED DO,4
black,female,warning,2017,11,OTHER,4
black,female,warning,2017,11,SUSPECT PE,10
black,female,warning,2017,11,SUSPECT VE,2
black,female,warning,2017,11,TRAFFIC VI,404
black,female,warning,2017,12,CALL FOR S,5
black,female,warning,2017,12,CITIZEN CO,2
black,female,warning,2017,12,CRIMINAL V,2
black,female,warning,2017,12,OTHER,4
black,female,warning,2017,12,SUSPECT PE,4
black,female,warning,2017,12,SUSPECT VE,5
black,female,warning,2017,12,TRAFFIC VI,344
black,female,warning,2018,1,CALL FOR S,11
black,female,warning,2018,1,CITIZEN CO,1
black,female,warning,2018,1,CRIMINAL V,1
black,female,warning,2018,1,OTHER,11
black,female,warning,2018,1,SUSPECT PE,14
black,female,warning,2018,1,SUSPECT VE,9
black,female,warning,2018,1,TRAFFIC VI,400
black,female,warning,2018,2,CALL FOR S,8
black,female,warning,2018,2,CITIZEN CO,3
black,female,warning,2018,2,OTHER,5
black,female,warning,2018,2,SUSPECT PE,7
black,female,warning,2018,2,SUSPECT VE,1
black,female,warning,2018,2,TRAFFIC VI,285
black,female,warning,2018,3,CALL FOR S,10
black,female,warning,2018,3,CITIZEN CO,5
black,female,warning,2018,3,CRIMINAL V,2
black,female,warning,2018,3,FLAGGED DO,1
black,female,warning,2018,3,OTHER,9
black,female,warning,2018,3,SUSPECT PE,7
black,female,warning,2018,3,SUSPECT VE,3
black,female,warning,2018,3,TRAFFIC VI,430
black,female,warning,2018,4,CALL FOR S,21
black,female,warning,2018,4,CITIZEN CO,4
black,female,warning,2018,4,CRIMINAL V,3
black,female,warning,2018,4,FLAGGED DO,1
black,female,warning,2018,4,SUSPECT PE,6
black,female,warning,2018,4,SUSPECT VE,4
black,female,warning,2018,4,TRAFFIC VI,401
black,female,warning,2018,5,CALL FOR S,9
black,female,warning,2018,5,CITIZEN CO,2
black,female,warning,2018,5,CRIMINAL V,5
black,female,warning,2018,5,FLAGGED DO,1
black,female,warning,2018,5,OTHER,2
black,female,warning,2018,5,SUSPECT PE,11
black,female,warning,2018,5,SUSPECT VE,3
black,female,warning,2018,5,TRAFFIC VI,467
black,female,warning,2018,6,CALL FOR S,12
black,female,warning,2018,6,CITIZEN CO,4
black,female,warning,2018,6,CRIMINAL V,3
black,female,warning,2018,6,OTHER,6
black,female,warning,2018,6,SUSPECT PE,12
black,female,warning,2018,6,SUSPECT VE,5
black,female,warning,2018,6,TRAFFIC VI,447
black,female,warning,2018,7,CALL FOR S,6
black,female,warning,2018,7,CRIMINAL V,4
black,female,warning,2018,7,FLAGGED DO,2
black,female,warning,2018,7,OTHER,3
black,female,warning,2018,7,SUSPECT PE,5
black,female,warning,2018,7,SUSPECT VE,10
black,female,warning,2018,7,TRAFFIC VI,304
black,male,arrest,2011,2,OTHER,18
black,male,arrest,2011,5,CALL FOR S,66
black,male,arrest,2011,5,CITIZEN CO,12
black,male,arrest,2011,5,CRIMINAL V,58
black,male,arrest,2011,5,FLAGGED DO,4
black,male,arrest,2011,5,JUVENILE V,14
black,male,arrest,2011,5,OTHER,13
black,male,arrest,2011,5,PRESENT AT,3
black,male,arrest,2011,5,SUSPECT PE,104
black,male,arrest,2011,5,SUSPECT VE,4
black,male,arrest,2011,5,TRAFFIC VI,183
black,male,arrest,2011,6,CALL FOR S,78
black,male,arrest,2011,6,CITIZEN CO,21
black,male,arrest,2011,6,CRIMINAL V,78
black,male,arrest,2011,6,FLAGGED DO,2
black,male,arrest,2011,6,JUVENILE V,41
black,male,arrest,2011,6,OTHER,36
black,male,arrest,2011,6,PRESENT AT,1
black,male,arrest,2011,6,SUSPECT PE,120
black,male,arrest,2011,6,SUSPECT VE,5
black,male,arrest,2011,6,TRAFFIC VI,245
black,male,arrest,2011,7,CALL FOR S,81
black,male,arrest,2011,7,CITIZEN CO,26
black,male,arrest,2011,7,CRIMINAL V,60
black,male,arrest,2011,7,FLAGGED DO,9
black,male,arrest,2011,7,JUVENILE V,26
black,male,arrest,2011,7,OTHER,28
black,male,arrest,2011,7,PRESENT AT,2
black,male,arrest,2011,7,SUSPECT PE,119
black,male,arrest,2011,7,SUSPECT VE,6
black,male,arrest,2011,7,TRAFFIC VI,225
black,male,arrest,2011,8,CALL FOR S,95
black,male,arrest,2011,8,CITIZEN CO,26
black,male,arrest,2011,8,CRIMINAL V,62
black,male,arrest,2011,8,FLAGGED DO,10
black,male,arrest,2011,8,JUVENILE V,56
black,male,arrest,2011,8,OTHER,20
black,male,arrest,2011,8,PRESENT AT,1
black,male,arrest,2011,8,SUSPECT PE,123
black,male,arrest,2011,8,SUSPECT VE,9
black,male,arrest,2011,8,TRAFFIC VI,272
black,male,arrest,2011,9,CALL FOR S,95
black,male,arrest,2011,9,CITIZEN CO,23
black,male,arrest,2011,9,CRIMINAL V,53
black,male,arrest,2011,9,FLAGGED DO,4
black,male,arrest,2011,9,JUVENILE V,42
black,male,arrest,2011,9,OTHER,29
black,male,arrest,2011,9,PRESENT AT,4
black,male,arrest,2011,9,SUSPECT PE,80
black,male,arrest,2011,9,SUSPECT VE,1
black,male,arrest,2011,9,TRAFFIC VI,196
black,male,arrest,2011,10,CALL FOR S,84
black,male,arrest,2011,10,CITIZEN CO,18
black,male,arrest,2011,10,CRIMINAL V,73
black,male,arrest,2011,10,FLAGGED DO,11
black,male,arrest,2011,10,JUVENILE V,40
black,male,arrest,2011,10,OTHER,19
black,male,arrest,2011,10,PRESENT AT,4
black,male,arrest,2011,10,SUSPECT PE,98
black,male,arrest,2011,10,SUSPECT VE,6
black,male,arrest,2011,10,TRAFFIC VI,229
black,male,arrest,2011,11,CALL FOR S,77
black,male,arrest,2011,11,CITIZEN CO,25
black,male,arrest,2011,11,CRIMINAL V,92
black,male,arrest,2011,11,FLAGGED DO,6
black,male,arrest,2011,11,JUVENILE V,31
black,male,arrest,2011,11,OTHER,28
black,male,arrest,2011,11,PRESENT AT,2
black,male,arrest,2011,11,SUSPECT PE,104
black,male,arrest,2011,11,SUSPECT VE,2
black,male,arrest,2011,11,TRAFFIC VI,190
black,male,arrest,2011,12,CALL FOR S,75
black,male,arrest,2011,12,CITIZEN CO,18
black,male,arrest,2011,12,CRIMINAL V,69
black,male,arrest,2011,12,FLAGGED DO,4
black,male,arrest,2011,12,JUVENILE V,14
black,male,arrest,2011,12,OTHER,23
black,male,arrest,2011,12,PRESENT AT,1
black,male,arrest,2011,12,SUSPECT PE,86
black,male,arrest,2011,12,SUSPECT VE,6
black,male,arrest,2011,12,TRAFFIC VI,228
black,male,arrest,2012,1,CALL FOR S,54
black,male,arrest,2012,1,CITIZEN CO,18
black,male,arrest,2012,1,CRIMINAL V,105
black,male,arrest,2012,1,FLAGGED DO,5
black,male,arrest,2012,1,JUVENILE V,22
black,male,arrest,2012,1,OTHER,37
black,male,arrest,2012,1,PRESENT AT,2
black,male,arrest,2012,1,SUSPECT PE,84
black,male,arrest,2012,1,SUSPECT VE,5
black,male,arrest,2012,1,TRAFFIC VI,201
black,male,arrest,2012,2,CALL FOR S,55
black,male,arrest,2012,2,CITIZEN CO,12
black,male,arrest,2012,2,CRIMINAL V,76
black,male,arrest,2012,2,FLAGGED DO,8
black,male,arrest,2012,2,JUVENILE V,14
black,male,arrest,2012,2,OTHER,24
black,male,arrest,2012,2,PRESENT AT,3
black,male,arrest,2012,2,SUSPECT PE,107
black,male,arrest,2012,2,SUSPECT VE,13
black,male,arrest,2012,2,TRAFFIC VI,256
black,male,arrest,2012,3,CALL FOR S,121
black,male,arrest,2012,3,CITIZEN CO,11
black,male,arrest,2012,3,CRIMINAL V,106
black,male,arrest,2012,3,FLAGGED DO,6
black,male,arrest,2012,3,JUVENILE V,50
black,male,arrest,2012,3,OTHER,41
black,male,arrest,2012,3,PRESENT AT,4
black,male,arrest,2012,3,SUSPECT PE,143
black,male,arrest,2012,3,SUSPECT VE,11
black,male,arrest,2012,3,TRAFFIC VI,399
black,male,arrest,2012,4,CALL FOR S,82
black,male,arrest,2012,4,CITIZEN CO,5
black,male,arrest,2012,4,CRIMINAL V,68
black,male,arrest,2012,4,FLAGGED DO,3
black,male,arrest,2012,4,JUVENILE V,31
black,male,arrest,2012,4,OTHER,41
black,male,arrest,2012,4,SUSPECT PE,108
black,male,arrest,2012,4,SUSPECT VE,15
black,male,arrest,2012,4,TRAFFIC VI,314
black,male,arrest,2012,5,CALL FOR S,62
black,male,arrest,2012,5,CITIZEN CO,7
black,male,arrest,2012,5,CRIMINAL V,70
black,male,arrest,2012,5,FLAGGED DO,10
black,male,arrest,2012,5,JUVENILE V,14
black,male,arrest,2012,5,OTHER,21
black,male,arrest,2012,5,PRESENT AT,1
black,male,arrest,2012,5,SUSPECT PE,145
