subject_race,subject_sex,outcome,year,month,reason_for_stop,count
white,male,arrest,2018,3,OTHER,4
white,male,arrest,2018,3,SUSPECT PE,8
white,male,arrest,2018,3,TRAFFIC VI,23
white,male,arrest,2018,4,CALL FOR S,42
white,male,arrest,2018,4,CITIZEN CO,2
white,male,arrest,2018,4,CRIMINAL V,35
white,male,arrest,2018,4,FLAGGED DO,6
white,male,arrest,2018,4,OTHER,7
white,male,arrest,2018,4,SUSPECT PE,11
white,male,arrest,2018,4,SUSPECT VE,1
white,male,arrest,2018,4,TRAFFIC VI,27
white,male,arrest,2018,5,CALL FOR S,35
white,male,arrest,2018,5,CITIZEN CO,1
white,male,arrest,2018,5,CRIMINAL V,38
white,male,arrest,2018,5,FLAGGED DO,1
white,male,arrest,2018,5,OTHER,9
white,male,arrest,2018,5,SUSPECT PE,8
white,male,arrest,2018,5,SUSPECT VE,1
white,male,arrest,2018,5,TRAFFIC VI,21
white,male,arrest,2018,6,CALL FOR S,41
white,male,arrest,2018,6,CITIZEN CO,5
white,male,arrest,2018,6,CRIMINAL V,28
white,male,arrest,2018,6,FLAGGED DO,4
white,male,arrest,2018,6,OTHER,8
white,male,arrest,2018,6,SUSPECT PE,19
white,male,arrest,2018,6,SUSPECT VE,3
white,male,arrest,2018,6,TRAFFIC VI,22
white,male,arrest,2018,7,CALL FOR S,21
white,male,arrest,2018,7,CITIZEN CO,1
white,male,arrest,2018,7,CRIMINAL V,13
white,male,arrest,2018,7,FLAGGED DO,1
white,male,arrest,2018,7,OTHER,4
white,male,arrest,2018,7,SUSPECT PE,9
white,male,arrest,2018,7,TRAFFIC VI,14
white,male,citation,2011,5,CALL FOR S,28
white,male,citation,2011,5,CITIZEN CO,16
white,male,citation,2011,5,CRIMINAL V,30
white,male,citation,2011,5,FLAGGED DO,1
white,male,citation,2011,5,OTHER,7
white,male,citation,2011,5,SUSPECT PE,18
white,male,citation,2011,5,SUSPECT VE,3
white,male,citation,2011,5,TRAFFIC VI,189
white,male,citation,2011,6,CALL FOR S,33
white,male,citation,2011,6,CITIZEN CO,13
white,male,citation,2011,6,CRIMINAL V,30
white,male,citation,2011,6,FLAGGED DO,5
white,male,citation,2011,6,JUVENILE V,1
white,male,citation,2011,6,OTHER,5
white,male,citation,2011,6,PRESENT AT,2
white,male,citation,2011,6,SUSPECT PE,14
white,male,citation,2011,6,SUSPECT VE,1
white,male,citation,2011,6,TRAFFIC VI,332
white,male,citation,2011,7,CALL FOR S,18
white,male,citation,2011,7,CITIZEN CO,14
white,male,citation,2011,7,CRIMINAL V,36
white,male,citation,2011,7,JUVENILE V,1
white,male,citation,2011,7,OTHER,4
white,male,citation,2011,7,SUSPECT PE,8
white,male,citation,2011,7,SUSPECT VE,1
white,male,citation,2011,7,TRAFFIC VI,308
white,male,citation,2011,8,CALL FOR S,35
white,male,citation,2011,8,CITIZEN CO,17
white,male,citation,2011,8,CRIMINAL V,44
white,male,citation,2011,8,FLAGGED DO,2
white,male,citation,2011,8,OTHER,5
white,male,citation,2011,8,SUSPECT PE,13
white,male,citation,2011,8,TRAFFIC VI,420
white,male,citation,2011,9,CALL FOR S,42
white,male,citation,2011,9,CITIZEN CO,4
white,male,citation,2011,9,CRIMINAL V,44
white,male,citation,2011,9,FLAGGED DO,2
white,male,citation,2011,9,JUVENILE V,1
white,male,citation,2011,9,OTHER,1
white,male,citation,2011,9,PRESENT AT,1
white,male,citation,2011,9,SUSPECT PE,16
white,male,citation,2011,9,TRAFFIC VI,318
white,male,citation,2011,10,CALL FOR S,33
white,male,citation,2011,10,CITIZEN CO,15
white,male,citation,2011,10,CRIMINAL V,34
white,male,citation,2011,10,FLAGGED DO,3
white,male,citation,2011,10,JUVENILE V,2
white,male,citation,2011,10,OTHER,1
white,male,citation,2011,10,SUSPECT PE,11
white,male,citation,2011,10,SUSPECT VE,1
white,male,citation,2011,10,TRAFFIC VI,260
white,male,citation,2011,11,CALL FOR S,29
white,male,citation,2011,11,CITIZEN CO,1
white,male,citation,2011,11,CRIMINAL V,44
white,male,citation,2011,11,FLAGGED DO,4
white,male,citation,2011,11,OTHER,5
white,male,citation,2011,11,PRESENT AT,1
white,male,citation,2011,11,SUSPECT PE,7
white,male,citation,2011,11,SUSPECT VE,1
white,male,citation,2011,11,TRAFFIC VI,234
white,male,citation,2011,12,CALL FOR S,38
white,male,citation,2011,12,CITIZEN CO,2
white,male,citation,2011,12,CRIMINAL V,51
white,male,citation,2011,12,FLAGGED DO,2
white,male,citation,2011,12,OTHER,4
white,male,citation,2011,12,SUSPECT PE,10
white,male,citation,2011,12,TRAFFIC VI,236
white,male,citation,2012,1,CALL FOR S,45
white,male,citation,2012,1,CITIZEN CO,1
white,male,citation,2012,1,CRIMINAL V,60
white,male,citation,2012,1,OTHER,8
white,male,citation,2012,1,SUSPECT PE,18
white,male,citation,2012,1,SUSPECT VE,1
white,male,citation,2012,1,TRAFFIC VI,263
white,male,citation,2012,2,CALL FOR S,36
white,male,citation,2012,2,CITIZEN CO,11
white,male,citation,2012,2,CRIMINAL V,69
white,male,citation,2012,2,OTHER,9
white,male,citation,2012,2,SUSPECT PE,8
white,male,citation,2012,2,SUSPECT VE,1
white,male,citation,2012,2,TRAFFIC VI,266
white,male,citation,2012,3,CALL FOR S,59
white,male,citation,2012,3,CITIZEN CO,6
white,male,citation,2012,3,CRIMINAL V,107
white,male,citation,2012,3,FLAGGED DO,4
white,male,citation,2012,3,OTHER,25
white,male,citation,2012,3,SUSPECT PE,22
white,male,citation,2012,3,SUSPECT VE,1
white,male,citation,2012,3,TRAFFIC VI,345
white,male,citation,2012,4,CALL FOR S,53
white,male,citation,2012,4,CITIZEN CO,3
white,male,citation,2012,4,CRIMINAL V,75
white,male,citation,2012,4,FLAGGED DO,2
white,male,citation,2012,4,OTHER,17
white,male,citation,2012,4,SUSPECT PE,11
white,male,citation,2012,4,SUSPECT VE,3
white,male,citation,2012,4,TRAFFIC VI,205
white,male,citation,2012,5,CALL FOR S,52
white,male,citation,2012,5,CITIZEN CO,4
white,male,citation,2012,5,CRIMINAL V,57
white,male,citation,2012,5,FLAGGED DO,2
white,male,citation,2012,5,OTHER,5
white,male,citation,2012,5,SUSPECT PE,38
white,male,citation,2012,5,TRAFFIC VI,234
white,male,citation,2012,6,CALL FOR S,41
white,male,citation,2012,6,CITIZEN CO,2
white,male,citation,2012,6,CRIMINAL V,55
white,male,citation,2012,6,FLAGGED DO,1
white,male,citation,2012,6,OTHER,15
white,male,citation,2012,6,SUSPECT PE,22
white,male,citation,2012,6,TRAFFIC VI,289
white,male,citation,2012,7,CALL FOR S,33
white,male,citation,2012,7,CRIMINAL V,48
white,male,citation,2012,7,FLAGGED DO,2
white,male,citation,2012,7,OTHER,2
white,male,citation,2012,7,SUSPECT PE,17
white,male,citation,2012,7,TRAFFIC VI,204
white,male,citation,2012,8,CALL FOR S,27
white,male,citation,2012,8,CITIZEN CO,3
white,male,citation,2012,8,CRIMINAL V,43
white,male,citation,2012,8,FLAGGED DO,1
white,male,citation,2012,8,SUSPECT PE,14
white,male,citation,2012,8,SUSPECT VE,2
white,male,citation,2012,8,TRAFFIC VI,190
white,male,citation,2012,9,CALL FOR S,8
white,male,citation,2012,9,CITIZEN CO,4
white,male,citation,2012,9,CRIMINAL V,29
white,male,citation,2012,9,FLAGGED DO,2
white,male,citation,2012,9,SUSPECT PE,20
white,male,citation,2012,9,SUSPECT VE,1
white,male,citation,2012,9,TRAFFIC VI,94
white,male,citation,2012,10,CALL FOR S,29
white,male,citation,2012,10,CITIZEN CO,4
white,male,citation,2012,10,CRIMINAL V,39
white,male,citation,2012,10,FLAGGED DO,4
white,male,citation,2012,10,OTHER,5
white,male,citation,2012,10,SUSPECT PE,11
white,male,citation,2012,10,TRAFFIC VI,113
white,male,citation,2012,11,CALL FOR S,8
white,male,citation,2012,11,CITIZEN CO,1
white,male,citation,2012,11,CRIMINAL V,46
white,male,citation,2012,11,FLAGGED DO,1
white,male,citation,2012,11,OTHER,4
white,male,citation,2012,11,SUSPECT PE,11
white,male,citation,2012,11,TRAFFIC VI,105
white,male,citation,2012,12,CALL FOR S,14
white,male,citation,2012,12,CRIMINAL V,67
white,male,citation,2012,12,FLAGGED DO,2
white,male,citation,2012,12,OTHER,1
white,male,citation,2012,12,SUSPECT PE,17
white,male,citation,2012,12,SUSPECT VE,2
white,male,citation,2012,12,TRAFFIC VI,146
white,male,citation,2013,1,CALL FOR S,6
white,male,citation,2013,1,CRIMINAL V,48
white,male,citation,2013,1,FLAGGED DO,2
white,male,citation,2013,1,OTHER,5
white,male,citation,2013,1,SUSPECT PE,9
white,male,citation,2013,1,SUSPECT VE,1
white,male,citation,2013,1,TRAFFIC VI,116
white,male,citation,2013,2,CALL FOR S,11
white,male,citation,2013,2,CRIMINAL V,25
white,male,citation,2013,2,FLAGGED DO,1
white,male,citation,2013,2,SUSPECT PE,9
white,male,citation,2013,2,TRAFFIC VI,60
white,male,citation,2013,3,CALL FOR S,15
white,male,citation,2013,3,CITIZEN CO,2
white,male,citation,2013,3,CRIMINAL V,33
white,male,citation,2013,3,FLAGGED DO,1
white,male,citation,2013,3,OTHER,1
white,male,citation,2013,3,SUSPECT PE,15
white,male,citation,2013,3,SUSPECT VE,1
white,male,citation,2013,3,TRAFFIC VI,120
white,male,citation,2013,4,CALL FOR S,9
white,male,citation,2013,4,CRIMINAL V,42
white,male,citation,2013,4,FLAGGED DO,1
white,male,citation,2013,4,OTHER,2
white,male,citation,2013,4,SUSPECT PE,15
white,male,citation,2013,4,SUSPECT VE,1
white,male,citation,2013,4,TRAFFIC VI,99
white,male,citation,2013,5,CALL FOR S,5
white,male,citation,2013,5,CRIMINAL V,38
white,male,citation,2013,5,FLAGGED DO,1
white,male,citation,2013,5,OTHER,5
white,male,citation,2013,5,SUSPECT PE,15
white,male,citation,2013,5,SUSPECT VE,1
white,male,citation,2013,5,TRAFFIC VI,136
white,male,citation,2013,6,CALL FOR S,10
white,male,citation,2013,6,CRIMINAL V,54
white,male,citation,2013,6,FLAGGED DO,2
white,male,citation,2013,6,OTHER,4
white,male,citation,2013,6,SUSPECT PE,7
white,male,citation,2013,6,TRAFFIC VI,112
white,male,citation,2013,7,CALL FOR S,10
white,male,citation,2013,7,CITIZEN CO,1
white,male,citation,2013,7,CRIMINAL V,50
white,male,citation,2013,7,OTHER,4
white,male,citation,2013,7,SUSPECT PE,12
white,male,citation,2013,7,TRAFFIC VI,110
white,male,citation,2013,8,CALL FOR S,18
white,male,citation,2013,8,CITIZEN CO,1
white,male,citation,2013,8,CRIMINAL V,50
white,male,citation,2013,8,OTHER,3
white,male,citation,2013,8,SUSPECT PE,21
white,male,citation,2013,8,SUSPECT VE,1
white,male,citation,2013,8,TRAFFIC VI,119
white,male,citation,2013,9,CALL FOR S,9
white,male,citation,2013,9,CITIZEN CO,7
white,male,citation,2013,9,CRIMINAL V,47
white,male,citation,2013,9,FLAGGED DO,2
white,male,citation,2013,9,OTHER,2
white,male,citation,2013,9,SUSPECT PE,14
white,male,citation,2013,9,SUSPECT VE,1
white,male,citation,2013,9,TRAFFIC VI,133
white,male,citation,2013,10,CALL FOR S,20
white,male,citation,2013,10,CITIZEN CO,2
white,male,citation,2013,10,CRIMINAL V,38
white,male,citation,2013,10,FLAGGED DO,1
white,male,citation,2013,10,OTHER,3
white,male,citation,2013,10,SUSPECT PE,21
white,male,citation,2013,10,SUSPECT VE,2
white,male,citation,2013,10,TRAFFIC VI,153
white,male,citation,2013,11,CALL FOR S,8
white,male,citation,2013,11,CRIMINAL V,53
white,male,citation,2013,11,FLAGGED DO,1
white,male,citation,2013,11,OTHER,2
white,male,citation,2013,11,SUSPECT PE,14
white,male,citation,2013,11,TRAFFIC VI,241
white,male,citation,2013,12,CALL FOR S,3
white,male,citation,2013,12,CRIMINAL V,30
white,male,citation,2013,12,FLAGGED DO,1
white,male,citation,2013,12,SUSPECT PE,21
white,male,citation,2013,12,SUSPECT VE,1
white,male,citation,2013,12,TRAFFIC VI,220
white,male,citation,2014,1,CALL FOR S,11
white,male,citation,2014,1,CRIMINAL V,25
white,male,citation,2014,1,OTHER,4
white,male,citation,2014,1,SUSPECT PE,16
white,male,citation,2014,1,TRAFFIC VI,155
white,male,citation,2014,2,CALL FOR S,13
white,male,citation,2014,2,CITIZEN CO,2
white,male,citation,2014,2,CRIMINAL V,19
white,male,citation,2014,2,OTHER,3
white,male,citation,2014,2,SUSPECT PE,16
white,male,citation,2014,2,TRAFFIC VI,152
white,male,citation,2014,3,CALL FOR S,14
white,male,citation,2014,3,CITIZEN CO,1
white,male,citation,2014,3,CRIMINAL V,24
white,male,citation,2014,3,FLAGGED DO,4
white,male,citation,2014,3,OTHER,2
white,male,citation,2014,3,SUSPECT PE,14
white,male,citation,2014,3,TRAFFIC VI,165
white,male,citation,2014,4,CALL FOR S,22
white,male,citation,2014,4,CITIZEN CO,4
white,male,citation,2014,4,CRIMINAL V,54
white,male,citation,2014,4,FLAGGED DO,2
white,male,citation,2014,4,OTHER,6
white,male,citation,2014,4,SUSPECT PE,15
white,male,citation,2014,4,SUSPECT VE,1
white,male,citation,2014,4,TRAFFIC VI,152
white,male,citation,2014,5,CALL FOR S,16
white,male,citation,2014,5,CRIMINAL V,36
white,male,citation,2014,5,FLAGGED DO,1
white,male,citation,2014,5,OTHER,1
white,male,citation,2014,5,SUSPECT PE,8
white,male,citation,2014,5,TRAFFIC VI,166
white,male,citation,2014,6,CALL FOR S,19
white,male,citation,2014,6,CITIZEN CO,2
white,male,citation,2014,6,CRIMINAL V,28
white,male,citation,2014,6,FLAGGED DO,2
white,male,citation,2014,6,OTHER,3
white,male,citation,2014,6,PRESENT AT,1
white,male,citation,2014,6,SUSPECT PE,12
white,male,citation,2014,6,TRAFFIC VI,194
white,male,citation,2014,7,CALL FOR S,15
white,male,citation,2014,7,CITIZEN CO,4
white,male,citation,2014,7,CRIMINAL V,31
white,male,citation,2014,7,FLAGGED DO,5
white,male,citation,2014,7,OTHER,4
white,male,citation,2014,7,SUSPECT PE,14
white,male,citation,2014,7,TRAFFIC VI,233
white,male,citation,2014,8,CALL FOR S,14
white,male,citation,2014,8,CITIZEN CO,1
white,male,citation,2014,8,CRIMINAL V,51
white,male,citation,2014,8,FLAGGED DO,2
white,male,citation,2014,8,OTHER,2
white,male,citation,2014,8,PRESENT AT,3
white,male,citation,2014,8,SUSPECT PE,10
white,male,citation,2014,8,TRAFFIC VI,476
white,male,citation,2014,9,CALL FOR S,15
white,male,citation,2014,9,CITIZEN CO,1
white,male,citation,2014,9,CRIMINAL V,55
white,male,citation,2014,9,SUSPECT PE,11
white,male,citation,2014,9,TRAFFIC VI,452
white,male,citation,2014,10,CALL FOR S,18
white,male,citation,2014,10,CITIZEN CO,1
white,male,citation,2014,10,CRIMINAL V,56
white,male,citation,2014,10,FLAGGED DO,12
white,male,citation,2014,10,OTHER,7
white,male,citation,2014,10,SUSPECT PE,21
white,male,citation,2014,10,SUSPECT VE,2
white,male,citation,2014,10,TRAFFIC VI,270
white,male,citation,2014,11,CALL FOR S,14
white,male,citation,2014,11,CITIZEN CO,2
white,male,citation,2014,11,CRIMINAL V,46
white,male,citation,2014,11,FLAGGED DO,4
white,male,citation,2014,11,OTHER,3
white,male,citation,2014,11,SUSPECT PE,16
white,male,citation,2014,11,TRAFFIC VI,268
white,male,citation,2014,12,CALL FOR S,14
white,male,citation,2014,12,CRIMINAL V,44
white,male,citation,2014,12,FLAGGED DO,1
white,male,citation,2014,12,OTHER,2
white,male,citation,2014,12,SUSPECT PE,8
white,male,citation,2014,12,TRAFFIC VI,318
white,male,citation,2015,1,CALL FOR S,26
white,male,citation,2015,1,CITIZEN CO,1
white,male,citation,2015,1,CRIMINAL V,60
white,male,citation,2015,1,FLAGGED DO,3
white,male,citation,2015,1,OTHER,2
white,male,citation,2015,1,SUSPECT PE,21
white,male,citation,2015,1,TRAFFIC VI,297
white,male,citation,2015,2,CALL FOR S,33
white,male,citation,2015,2,CITIZEN CO,4
white,male,citation,2015,2,CRIMINAL V,26
white,male,citation,2015,2,FLAGGED DO,1
white,male,citation,2015,2,OTHER,10
white,male,citation,2015,2,PRESENT AT,2
white,male,citation,2015,2,SUSPECT PE,15
white,male,citation,2015,2,TRAFFIC VI,202
white,male,citation,2015,3,CALL FOR S,29
white,male,citation,2015,3,CITIZEN CO,4
white,male,citation,2015,3,CRIMINAL V,31
white,male,citation,2015,3,FLAGGED DO,1
white,male,citation,2015,3,OTHER,3
white,male,citation,2015,3,SUSPECT PE,21
white,male,citation,2015,3,TRAFFIC VI,236
white,male,citation,2015,4,CALL FOR S,20
white,male,citation,2015,4,CITIZEN CO,5
white,male,citation,2015,4,CRIMINAL V,25
white,male,citation,2015,4,FLAGGED DO,1
white,male,citation,2015,4,OTHER,3
white,male,citation,2015,4,SUSPECT PE,20
white,male,citation,2015,4,SUSPECT VE,1
white,male,citation,2015,4,TRAFFIC VI,308
white,male,citation,2015,5,CALL FOR S,20
white,male,citation,2015,5,CITIZEN CO,3
white,male,citation,2015,5,CRIMINAL V,21
white,male,citation,2015,5,FLAGGED DO,2
white,male,citation,2015,5,OTHER,4
white,male,citation,2015,5,SUSPECT PE,25
white,male,citation,2015,5,TRAFFIC VI,218
white,male,citation,2015,6,CALL FOR S,22
white,male,citation,2015,6,CITIZEN CO,1
white,male,citation,2015,6,CRIMINAL V,18
white,male,citation,2015,6,FLAGGED DO,1
white,male,citation,2015,6,OTHER,7
white,male,citation,2015,6,SUSPECT PE,28
white,male,citation,2015,6,TRAFFIC VI,220
white,male,citation,2015,7,CALL FOR S,16
white,male,citation,2015,7,CITIZEN CO,1
white,male,citation,2015,7,CRIMINAL V,17
white,male,citation,2015,7,FLAGGED DO,2
white,male,citation,2015,7,OTHER,11
white,male,citation,2015,7,SUSPECT PE,27
white,male,citation,2015,7,SUSPECT VE,1
white,male,citation,2015,7,TRAFFIC VI,241
white,male,citation,2015,8,CALL FOR S,12
white,male,citation,2015,8,CITIZEN CO,2
white,male,citation,2015,8,CRIMINAL V,26
white,male,citation,2015,8,OTHER,9
white,male,citation,2015,8,SUSPECT PE,48
white,male,citation,2015,8,TRAFFIC VI,319
white,male,citation,2015,9,CALL FOR S,12
white,male,citation,2015,9,CITIZEN CO,5
white,male,citation,2015,9,CRIMINAL V,16
white,male,citation,2015,9,FLAGGED DO,2
white,male,citation,2015,9,OTHER,3
white,male,citation,2015,9,SUSPECT PE,23
white,male,citation,2015,9,TRAFFIC VI,411
white,male,citation,2015,10,CALL FOR S,12
white,male,citation,2015,10,CITIZEN CO,3
white,male,citation,2015,10,CRIMINAL V,16
white,male,citation,2015,10,FLAGGED DO,1
white,male,citation,2015,10,OTHER,4
white,male,citation,2015,10,SUSPECT PE,24
white,male,citation,2015,10,TRAFFIC VI,324
white,male,citation,2015,11,CALL FOR S,4
white,male,citation,2015,11,CITIZEN CO,2
white,male,citation,2015,11,CRIMINAL V,8
white,male,citation,2015,11,OTHER,4
white,male,citation,2015,11,SUSPECT PE,13
white,male,citation,2015,11,TRAFFIC VI,186
white,male,citation,2015,12,CALL FOR S,5
white,male,citation,2015,12,CITIZEN CO,1
white,male,citation,2015,12,CRIMINAL V,7
white,male,citation,2015,12,FLAGGED DO,2
white,male,citation,2015,12,SUSPECT PE,7
white,male,citation,2015,12,TRAFFIC VI,172
white,male,citation,2016,1,CALL FOR S,17
white,male,citation,2016,1,CRIMINAL V,10
white,male,citation,2016,1,FLAGGED DO,1
white,male,citation,2016,1,OTHER,3
white,male,citation,2016,1,SUSPECT PE,2
white,male,citation,2016,1,SUSPECT VE,2
white,male,citation,2016,1,TRAFFIC VI,180
white,male,citation,2016,2,CALL FOR S,11
white,male,citation,2016,2,CITIZEN CO,1
white,male,citation,2016,2,CRIMINAL V,18
white,male,citation,2016,2,FLAGGED DO,7
white,male,citation,2016,2,OTHER,6
white,male,citation,2016,2,SUSPECT PE,5
white,male,citation,2016,2,TRAFFIC VI,143
white,male,citation,2016,3,CALL FOR S,5
white,male,citation,2016,3,CITIZEN CO,1
white,male,citation,2016,3,CRIMINAL V,20
white,male,citation,2016,3,FLAGGED DO,4
white,male,citation,2016,3,OTHER,11
white,male,citation,2016,3,SUSPECT PE,15
white,male,citation,2016,3,TRAFFIC VI,229
white,male,citation,2016,4,CALL FOR S,10
white,male,citation,2016,4,CRIMINAL V,30
white,male,citation,2016,4,FLAGGED DO,3
white,male,citation,2016,4,OTHER,5
white,male,citation,2016,4,SUSPECT PE,8
white,male,citation,2016,4,TRAFFIC VI,213
white,male,citation,2016,5,CALL FOR S,9
white,male,citation,2016,5,CITIZEN CO,1
white,male,citation,2016,5,CRIMINAL V,27
white,male,citation,2016,5,FLAGGED DO,2
white,male,citation,2016,5,OTHER,9
white,male,citation,2016,5,SUSPECT PE,29
white,male,citation,2016,5,SUSPECT VE,1
white,male,citation,2016,5,TRAFFIC VI,228
white,male,citation,2016,6,CALL FOR S,11
white,male,citation,2016,6,CRIMINAL V,19
white,male,citation,2016,6,OTHER,10
white,male,citation,2016,6,SUSPECT PE,12
white,male,citation,2016,6,TRAFFIC VI,225
white,male,citation,2016,7,CALL FOR S,11
white,male,citation,2016,7,CRIMINAL V,7
white,male,citation,2016,7,FLAGGED DO,2
white,male,citation,2016,7,OTHER,5
white,male,citation,2016,7,PRESENT AT,1
white,male,citation,2016,7,SUSPECT PE,16
white,male,citation,2016,7,TRAFFIC VI,194
white,male,citation,2016,8,CALL FOR S,9
white,male,citation,2016,8,CRIMINAL V,16
white,male,citation,2016,8,OTHER,5
white,male,citation,2016,8,SUSPECT PE,15
white,male,citation,2016,8,SUSPECT VE,1
white,male,citation,2016,8,TRAFFIC VI,236
white,male,citation,2016,9,CALL FOR S,6
white,male,citation,2016,9,CITIZEN CO,4
white,male,citation,2016,9,CRIMINAL V,24
white,male,citation,2016,9,FLAGGED DO,2
white,male,citation,2016,9,OTHER,8
white,male,citation,2016,9,SUSPECT PE,22
white,male,citation,2016,9,SUSPECT VE,2
white,male,citation,2016,9,TRAFFIC VI,139
white,male,citation,2016,10,CALL FOR S,16
white,male,citation,2016,10,CITIZEN CO,2
white,male,citation,2016,10,CRIMINAL V,10
white,male,citation,2016,10,FLAGGED DO,1
white,male,citation,2016,10,OTHER,7
white,male,citation,2016,10,PRESENT AT,1
white,male,citation,2016,10,SUSPECT PE,10
white,male,citation,2016,10,TRAFFIC VI,118
white,male,citation,2016,11,CALL FOR S,11
white,male,citation,2016,11,CITIZEN CO,3
white,male,citation,2016,11,CRIMINAL V,18
white,male,citation,2016,11,OTHER,5
white,male,citation,2016,11,SUSPECT PE,17
white,male,citation,2016,11,SUSPECT VE,1
white,male,citation,2016,11,TRAFFIC VI,92
white,male,citation,2016,12,CALL FOR S,8
white,male,citation,2016,12,CITIZEN CO,1
white,male,citation,2016,12,CRIMINAL V,27
white,male,citation,2016,12,FLAGGED DO,3
white,male,citation,2016,12,OTHER,11
white,male,citation,2016,12,SUSPECT PE,20
white,male,citation,2016,12,SUSPECT VE,1
white,male,citation,2016,12,TRAFFIC VI,187
white,male,citation,2017,1,CALL FOR S,5
white,male,citation,2017,1,CITIZEN CO,2
white,male,citation,2017,1,CRIMINAL V,47
white,male,citation,2017,1,JUVENILE V,2
white,male,citation,2017,1,OTHER,11
white,male,citation,2017,1,SUSPECT PE,20
white,male,citation,2017,1,SUSPECT VE,1
white,male,citation,2017,1,TRAFFIC VI,377
white,male,citation,2017,2,CALL FOR S,6
white,male,citation,2017,2,CITIZEN CO,3
white,male,citation,2017,2,CRIMINAL V,32
white,male,citation,2017,2,FLAGGED DO,3
white,male,citation,2017,2,OTHER,18
white,male,citation,2017,2,SUSPECT PE,11
white,male,citation,2017,2,SUSPECT VE,2
white,male,citation,2017,2,TRAFFIC VI,157
white,male,citation,2017,3,CALL FOR S,6
white,male,citation,2017,3,CITIZEN CO,7
white,male,citation,2017,3,CRIMINAL V,34
white,male,citation,2017,3,OTHER,5
white,male,citation,2017,3,SUSPECT PE,8
white,male,citation,2017,3,TRAFFIC VI,158
white,male,citation,2017,4,CALL FOR S,9
white,male,citation,2017,4,CITIZEN CO,2
white,male,citation,2017,4,CRIMINAL V,25
white,male,citation,2017,4,OTHER,11
white,male,citation,2017,4,SUSPECT PE,22
white,male,citation,2017,4,SUSPECT VE,1
white,male,citation,2017,4,TRAFFIC VI,151
white,male,citation,2017,5,CALL FOR S,16
white,male,citation,2017,5,CITIZEN CO,4
white,male,citation,2017,5,CRIMINAL V,13
white,male,citation,2017,5,OTHER,4
white,male,citation,2017,5,SUSPECT PE,6
white,male,citation,2017,5,TRAFFIC VI,171
white,male,citation,2017,6,CALL FOR S,9
white,male,citation,2017,6,CITIZEN CO,6
white,male,citation,2017,6,CRIMINAL V,9
white,male,citation,2017,6,OTHER,1
white,male,citation,2017,6,SUSPECT PE,5
white,male,citation,2017,6,SUSPECT VE,1
white,male,citation,2017,6,TRAFFIC VI,104
white,male,citation,2017,7,CALL FOR S,7
white,male,citation,2017,7,CITIZEN CO,2
white,male,citation,2017,7,CRIMINAL V,10
white,male,citation,2017,7,FLAGGED DO,2
white,male,citation,2017,7,OTHER,3
white,male,citation,2017,7,SUSPECT PE,5
white,male,citation,2017,7,SUSPECT VE,5
white,male,citation,2017,7,TRAFFIC VI,251
white,male,citation,2017,8,CALL FOR S,8
white,male,citation,2017,8,CRIMINAL V,7
white,male,citation,2017,8,FLAGGED DO,3
white,male,citation,2017,8,OTHER,2
white,male,citation,2017,8,SUSPECT PE,2
white,male,citation,2017,8,TRAFFIC VI,283
white,male,citation,2017,9,CALL FOR S,1
white,male,citation,2017,9,CRIMINAL V,15
white,male,citation,2017,9,SUSPECT VE,2
white,male,citation,2017,9,TRAFFIC VI,163
white,male,citation,2017,10,CALL FOR S,6
white,male,citation,2017,10,CRIMINAL V,3
white,male,citation,2017,10,FLAGGED DO,2
white,male,citation,2017,10,OTHER,2
white,male,citation,2017,10,SUSPECT PE,11
white,male,citation,2017,10,SUSPECT VE,4
white,male,citation,2017,10,TRAFFIC VI,106
white,male,citation,2017,11,CALL FOR S,7
white,male,citation,2017,11,CRIMINAL V,4
white,male,citation,2017,11,FLAGGED DO,1
white,male,citation,2017,11,OTHER,4
white,male,citation,2017,11,SUSPECT PE,15
white,male,citation,2017,11,SUSPECT VE,1
white,male,citation,2017,11,TRAFFIC VI,108
white,male,citation,2017,12,CALL FOR S,5
white,male,citation,2017,12,CRIMINAL V,6
white,male,citation,2017,12,OTHER,1
white,male,citation,2017,12,SUSPECT PE,2
white,male,citation,2017,12,SUSPECT VE,3
white,male,citation,2017,12,TRAFFIC VI,77
white,male,citation,2018,1,CALL FOR S,3
white,male,citation,2018,1,CITIZEN CO,2
white,male,citation,2018,1,CRIMINAL V,9
white,male,citation,2018,1,FLAGGED DO,2
white,male,citation,2018,1,OTHER,2
white,male,citation,2018,1,SUSPECT PE,3
white,male,citation,2018,1,SUSPECT VE,3
white,male,citation,2018,1,TRAFFIC VI,144
white,male,citation,2018,2,CALL FOR S,8
white,male,citation,2018,2,CITIZEN CO,1
white,male,citation,2018,2,CRIMINAL V,10
white,male,citation,2018,2,FLAGGED DO,2
white,male,citation,2018,2,OTHER,4
white,male,citation,2018,2,SUSPECT PE,3
white,male,citation,2018,2,TRAFFIC VI,110
white,male,citation,2018,3,CALL FOR S,1
white,male,citation,2018,3,CITIZEN CO,4
white,male,citation,2018,3,CRIMINAL V,2
white,male,citation,2018,3,SUSPECT VE,1
white,male,citation,2018,3,TRAFFIC VI,206
white,male,citation,2018,4,CITIZEN CO,1
white,male,citation,2018,4,CRIMINAL V,3
white,male,citation,2018,4,OTHER,1
white,male,citation,2018,4,SUSPECT PE,1
