dbn,csd,BoroughL,Borough,school,Year,Total Enrollment,Grade PK,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,num_female,perc_female,num_mal,perc_male,num_asian,perc_asian,num_black,perc_black,num_hisp,perc_hisp,num_other,perc_other,num_white,perc_white,num_swd,perc_swd,num_ell,perc_ell,num_poverty,perc_poverty,prop_white,prop_black,prop_hisp,prop_asian,prop_other,h_score,high_school,middle_school,elem_school,pre_sch,csd_total_white,csd_total_black,csd_total_hisp,csd_total_other,csd_total_asian,csd_enr_total,csd_prop_white,csd_prop_black,csd_prop_hisp,csd_prop_asian,csd_prop_other,csd_h_score,total_ever_homeless,total_num_students,perc_ever_homeless,sch_diversity
17K751,17,K,Brooklyn,Academy for Health Careers,2017-18,359,0,0,0,0,0,0,0,0,0,0,81,98,97,83,243,67.7,116,32.3,11,3.1,281,78.3,52,14.5,11,3.1,4,1.1,56,15.6,16,4.5,301,83.8,0.011142061,0.782729805,0.144846797,0.030640669,0.030640669,0.735296737,1,0,0,0,644,15892,3375,512,650,21073,0.030560433,0.754140369,0.160157548,0.030845157,0.024296493,0.810365034,2030,12957,15.7,3
17K770,17,K,Brooklyn,P.S. 770 New American Academy,2017-18,289,36,61,51,46,43,35,17,0,0,0,0,0,0,0,141,48.8,148,51.2,4,1.4,169,58.5,26,9,35,12.1,55,19,46,15.9,7,2.4,161,55.7,0.190311419,0.584775087,0.089965398,0.01384083,0.121107266,1.161066558,0,0,1,1,644,15892,3375,512,650,21073,0.030560433,0.754140369,0.160157548,0.030845157,0.024296493,0.810365034,2030,12957,15.7,1
18K066,18,K,Brooklyn,P.S. 66,2017-18,822,31,64,69,70,76,86,95,122,107,102,0,0,0,0,425,51.7,397,48.3,6,0.7,717,87.2,65,7.9,13,1.6,21,2.6,92,11.2,24,2.9,588,71.5,0.025547445,0.872262774,0.079075426,0.00729927,0.015815085,0.515031855,0,1,1,1,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K068,18,K,Brooklyn,I.S. 068 Isaac Bildersee,2017-18,339,0,0,0,0,0,0,0,76,120,143,0,0,0,0,159,46.9,180,53.1,9,2.7,282,83.2,24,7.1,3,0.9,21,6.2,96,28.3,73,21.5,279,82.3,0.061946903,0.831858407,0.07079646,0.026548673,0.008849558,0.651082953,0,1,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K114,18,K,Brooklyn,P.S. 114 Ryder Elementary,2017-18,522,52,74,69,73,88,76,90,0,0,0,0,0,0,0,266,51,256,49,6,1.1,430,82.4,59,11.3,5,1,22,4.2,123,23.6,71,13.6,401,76.8,0.042145594,0.823754789,0.11302682,0.011494253,0.009578544,0.635439562,0,0,1,1,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K115,18,K,Brooklyn,P.S. 115 Daniel Mucatel School,2017-18,971,98,128,133,152,150,155,155,0,0,0,0,0,0,0,478,49.2,493,50.8,39,4,791,81.5,80,8.2,14,1.4,47,4.8,167,17.2,77,7.9,599,61.7,0.048403708,0.814624099,0.082389289,0.040164779,0.014418126,0.709507243,0,0,1,1,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K135,18,K,Brooklyn,P.S. 135 Sheldon A. Brookner,2017-18,574,29,78,64,94,111,90,108,0,0,0,0,0,0,0,292,50.9,282,49.1,7,1.2,463,80.7,49,8.5,9,1.6,46,8,69,12,50,8.7,502,87.5,0.080139373,0.806620209,0.085365854,0.012195122,0.015679443,0.704579367,0,0,1,1,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K208,18,K,Brooklyn,P.S. 208 Elsa Ebeling,2017-18,380,24,48,67,43,59,63,76,0,0,0,0,0,0,0,192,50.5,188,49.5,7,1.8,347,91.3,18,4.7,2,0.5,6,1.6,98,25.8,14,3.7,318,83.7,0.015789474,0.913157895,0.047368421,0.018421053,0.005263158,0.394117009,0,0,1,1,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K211,18,K,Brooklyn,I.S. 211 John Wilson,2017-18,522,0,0,0,0,0,0,0,142,195,185,0,0,0,0,250,47.9,272,52.1,7,1.3,453,86.8,45,8.6,7,1.3,10,1.9,135,25.9,32,6.1,438,83.9,0.019157088,0.867816092,0.086206897,0.013409962,0.013409962,0.525737439,0,1,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K219,18,K,Brooklyn,P.S. 219 Kennedy-King,2017-18,534,65,77,70,71,83,70,98,0,0,0,0,0,0,0,267,50,267,50,12,2.2,454,85,51,9.6,6,1.1,11,2.1,118,22.1,48,9,418,78.3,0.020599251,0.850187266,0.095505618,0.02247191,0.011235955,0.577988499,0,0,1,1,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K233,18,K,Brooklyn,P.S. 233 Langston Hughes,2017-18,457,46,63,72,78,52,77,69,0,0,0,0,0,0,0,233,51,224,49,4,0.9,420,91.9,24,5.3,2,0.4,7,1.5,86,18.8,19,4.2,386,84.5,0.015317287,0.919037199,0.052516411,0.008752735,0.004376368,0.361591239,0,0,1,1,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K235,18,K,Brooklyn,P.S. 235 Janice Marie Knight School,2017-18,1254,32,138,155,150,186,140,145,125,92,91,0,0,0,0,682,54.4,572,45.6,16,1.3,1164,92.8,30,2.4,25,2,19,1.5,103,8.2,17,1.4,897,71.5,0.015151515,0.928229665,0.023923445,0.012759171,0.019936204,0.355618046,0,1,1,1,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K244,18,K,Brooklyn,P.S. 244 Richard R. Green,2017-18,494,35,46,74,53,85,97,104,0,0,0,0,0,0,0,232,47,262,53,3,0.6,453,91.7,30,6.1,5,1,3,0.6,120,24.3,20,4,401,81.2,0.006072875,0.917004049,0.060728745,0.006072875,0.010121458,0.358053903,0,0,1,1,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K268,18,K,Brooklyn,P.S. 268 Emma Lazarus,2017-18,383,35,56,66,60,49,56,61,0,0,0,0,0,0,0,200,52.2,183,47.8,1,0.3,348,90.9,23,6,2,0.5,9,2.3,58,15.1,28,7.3,330,86.2,0.023498695,0.908616188,0.060052219,0.002610966,0.005221932,0.387084218,0,0,1,1,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K272,18,K,Brooklyn,P.S. 272 Curtis Estabrook,2017-18,473,43,55,76,70,75,72,82,0,0,0,0,0,0,0,224,47.4,249,52.6,17,3.6,362,76.5,65,13.7,11,2.3,18,3.8,137,29,22,4.7,440,93,0.038054968,0.765327696,0.137420719,0.035940803,0.023255814,0.808823626,0,0,1,1,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,2
18K276,18,K,Brooklyn,P.S. 276 Louis Marshall,2017-18,616,58,93,86,95,87,105,92,0,0,0,0,0,0,0,280,45.5,336,54.5,19,3.1,537,87.2,27,4.4,6,1,27,4.4,106,17.2,87,14.1,480,77.9,0.043831169,0.871753247,0.043831169,0.030844156,0.00974026,0.546216014,0,0,1,1,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K279,18,K,Brooklyn,P.S. 279 Herman Schreiber,2017-18,404,50,55,46,65,59,68,61,0,0,0,0,0,0,0,205,50.7,199,49.3,8,2,358,88.6,24,5.9,7,1.7,7,1.7,52,12.9,22,5.4,324,80.2,0.017326733,0.886138614,0.059405941,0.01980198,0.017326733,0.493042661,0,0,1,1,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K285,18,K,Brooklyn,I.S. 285 Meyer Levin,2017-18,666,0,0,0,0,0,0,0,244,231,191,0,0,0,0,361,54.2,305,45.8,4,0.6,625,93.8,23,3.5,7,1.1,7,1.1,128,19.2,26,3.9,520,78.1,0.010510511,0.938438438,0.034534535,0.006006006,0.010510511,0.302342122,0,1,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K366,18,K,Brooklyn,The Science And Medicine Middle School,2017-18,399,0,0,0,0,0,0,0,143,119,137,0,0,0,0,195,48.9,204,51.1,3,0.8,355,89,30,7.5,3,0.8,8,2,82,20.6,8,2,325,81.5,0.020050125,0.889724311,0.07518797,0.007518797,0.007518797,0.450452788,0,1,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K563,18,K,Brooklyn,It Takes a Village Academy,2017-18,730,0,0,0,0,0,0,0,0,0,0,185,209,186,150,312,42.7,418,57.3,16,2.2,637,87.3,51,7,16,2.2,10,1.4,107,14.7,129,17.7,530,72.6,0.01369863,0.87260274,0.069863014,0.021917808,0.021917808,0.531080058,1,0,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K566,18,K,Brooklyn,Brooklyn Generation School,2017-18,195,0,0,0,0,0,0,0,0,0,0,56,61,43,35,70,35.9,125,64.1,3,1.5,157,80.5,26,13.3,6,3.1,3,1.5,44,22.6,20,10.3,159,81.5,0.015384615,0.805128205,0.133333333,0.015384615,0.030769231,0.678726061,1,0,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K567,18,K,Brooklyn,Brooklyn Theatre Arts High School,2017-18,362,0,0,0,0,0,0,0,0,0,0,114,101,71,76,198,54.7,164,45.3,2,0.6,304,84,40,11,10,2.8,6,1.7,56,15.5,10,2.8,293,80.9,0.016574586,0.839779006,0.110497238,0.005524862,0.027624309,0.585858849,1,0,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K569,18,K,Brooklyn,Kurt Hahn Expeditionary Learning School,2017-18,353,0,0,0,0,0,0,0,0,0,0,110,90,60,93,128,36.3,225,63.7,2,0.6,319,90.4,24,6.8,5,1.4,3,0.8,86,24.4,19,5.4,292,82.7,0.008498584,0.90368272,0.067988669,0.005665722,0.014164306,0.404432435,1,0,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K576,18,K,Brooklyn,Victory Collegiate High School,2017-18,401,0,0,0,0,0,0,0,0,0,0,87,99,99,116,184,45.9,217,54.1,3,0.7,338,84.3,34,8.5,11,2.7,15,3.7,97,24.2,20,5,318,79.3,0.037406484,0.842892768,0.08478803,0.007481297,0.027431421,0.611469636,1,0,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K578,18,K,Brooklyn,Brooklyn Bridge Academy,2017-18,191,0,0,0,0,0,0,0,0,0,0,26,44,49,72,73,38.2,118,61.8,3,1.6,152,79.6,26,13.6,4,2.1,6,3.1,47,24.6,14,7.3,164,85.9,0.031413613,0.795811518,0.136125655,0.015706806,0.020942408,0.708127249,1,0,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K581,18,K,Brooklyn,East Flatbush Community Research School,2017-18,131,0,0,0,0,0,0,0,41,58,32,0,0,0,0,64,48.9,67,51.1,0,0,115,87.8,10,7.6,1,0.8,5,3.8,34,26,15,11.5,120,91.6,0.038167939,0.877862595,0.076335878,0,0.007633588,0.472600108,0,1,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K588,18,K,Brooklyn,Middle School for Art and Philosophy,2017-18,177,0,0,0,0,0,0,0,56,62,59,0,0,0,0,91,51.4,86,48.6,1,0.6,154,87,15,8.5,3,1.7,4,2.3,56,31.6,13,7.3,162,91.5,0.02259887,0.870056497,0.084745763,0.005649718,0.016949153,0.514271382,0,1,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K598,18,K,Brooklyn,Middle School of Marketing and Legal Studies,2017-18,131,0,0,0,0,0,0,0,31,48,52,0,0,0,0,68,51.9,63,48.1,6,4.6,114,87,4,3.1,2,1.5,5,3.8,25,19.1,18,13.7,116,88.5,0.038167939,0.870229008,0.030534351,0.045801527,0.015267176,0.557213802,0,1,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K617,18,K,Brooklyn,High School for Innovation in Advertising and Medi,2017-18,255,0,0,0,0,0,0,0,0,0,0,67,92,51,45,78,30.6,177,69.4,1,0.4,212,83.1,35,13.7,3,1.2,4,1.6,49,19.2,21,8.2,178,69.8,0.015686275,0.831372549,0.137254902,0.003921569,0.011764706,0.565285166,1,0,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K629,18,K,Brooklyn,Cultural Academy for the Arts and Sciences,2017-18,319,0,0,0,0,0,0,0,0,0,0,161,52,68,38,139,43.6,180,56.4,4,1.3,277,86.8,28,8.8,4,1.3,6,1.9,61,19.1,34,10.7,239,74.9,0.018808777,0.868338558,0.087774295,0.012539185,0.012539185,0.520691143,1,0,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K633,18,K,Brooklyn,High School for Medical Professions,2017-18,424,0,0,0,0,0,0,0,0,0,0,126,85,101,112,294,69.3,130,30.7,16,3.8,328,77.4,63,14.9,8,1.9,9,2.1,68,16,18,4.2,403,95,0.021226415,0.773584906,0.148584906,0.037735849,0.018867925,0.762238351,1,0,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K635,18,K,Brooklyn,Olympus Academy,2017-18,206,0,0,0,0,0,0,0,0,0,0,25,87,32,62,100,48.5,106,51.5,2,1,183,88.8,12,5.8,5,2.4,4,1.9,55,26.7,5,2.4,162,78.6,0.019417476,0.888349515,0.058252427,0.009708738,0.024271845,0.482567882,1,0,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K637,18,K,Brooklyn,Academy for Conservation and the Environment,2017-18,285,0,0,0,0,0,0,0,0,0,0,81,76,67,61,105,36.8,180,63.2,17,6,216,75.8,25,8.8,7,2.5,20,7,58,20.4,32,11.2,235,82.5,0.070175439,0.757894737,0.087719298,0.059649123,0.024561404,0.869216636,1,0,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,2
18K642,18,K,Brooklyn,Urban Action Academy,2017-18,278,0,0,0,0,0,0,0,0,0,0,44,70,79,85,107,38.5,171,61.5,5,1.8,215,77.3,33,11.9,3,1.1,22,7.9,53,19.1,59,21.2,210,75.5,0.079136691,0.773381295,0.118705036,0.017985612,0.010791367,0.773599941,1,0,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K673,18,K,Brooklyn,East Brooklyn Community High School,2017-18,192,0,0,0,0,0,0,0,0,0,0,37,51,41,63,83,43.2,109,56.8,2,1,146,76,31,16.1,2,1,11,5.7,76,39.6,14,7.3,141,73.4,0.057291667,0.760416667,0.161458333,0.010416667,0.010416667,0.761612003,1,0,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
18K763,18,K,Brooklyn,Brooklyn Science and Engineering Academy,2017-18,257,0,0,0,0,0,0,0,106,81,70,0,0,0,0,97,37.7,160,62.3,1,0.4,239,93,10,3.9,3,1.2,4,1.6,44,17.1,8,3.1,197,76.7,0.015564202,0.92996109,0.038910506,0.003891051,0.011673152,0.332182489,0,1,0,0,426,12665,1134,220,252,14697,0.028985507,0.861740491,0.077158604,0.017146356,0.014969041,0.561149515,1930,14545,13.3,3
19K007,19,K,Brooklyn,P.S. 007 Abraham Lincoln,2017-18,879,36,150,123,154,129,149,138,0,0,0,0,0,0,0,453,51.5,426,48.5,64,7.3,82,9.3,696,79.2,17,1.9,20,2.3,155,17.6,179,20.4,807,91.8,0.022753129,0.093287827,0.791808874,0.072810011,0.019340159,0.759260288,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,3
19K013,19,K,Brooklyn,P.S. 013 Roberto Clemente,2017-18,489,35,72,70,80,72,80,80,0,0,0,0,0,0,0,237,48.5,252,51.5,14,2.9,317,64.8,137,28,8,1.6,13,2.7,116,23.7,53,10.8,460,94.1,0.026584867,0.648261759,0.280163599,0.028629857,0.016359918,0.902922969,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,2
19K065,19,K,Brooklyn,P.S. 065,2017-18,617,0,89,94,110,90,129,105,0,0,0,0,0,0,0,298,48.3,319,51.7,21,3.4,47,7.6,523,84.8,20,3.2,6,1,70,11.3,142,23,507,82.2,0.009724473,0.076175041,0.847649919,0.034035656,0.032414911,0.607497522,0,0,1,0,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,3
19K089,19,K,Brooklyn,P.S. 089 Cypress Hills,2017-18,457,18,41,47,52,42,46,47,61,49,54,0,0,0,0,229,50.1,228,49.9,4,0.9,14,3.1,432,94.5,7,1.5,0,0,107,23.4,204,44.6,424,92.8,0,0.030634573,0.945295405,0.008752735,0.015317287,0.265442242,0,1,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,3
19K108,19,K,Brooklyn,P.S. 108 Sal Abbracciamento,2017-18,959,105,155,144,135,155,134,131,0,0,0,0,0,0,0,468,48.8,491,51.2,59,6.2,107,11.2,755,78.7,27,2.8,11,1.1,200,20.9,111,11.6,779,81.2,0.011470282,0.111574557,0.787278415,0.061522419,0.028154327,0.75629385,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,3
19K149,19,K,Brooklyn,P.S. 149 Danny Kaye,2017-18,681,69,85,99,104,113,122,89,0,0,0,0,0,0,0,341,50.1,340,49.9,21,3.1,404,59.3,241,35.4,7,1,8,1.2,102,15,43,6.3,650,95.4,0.01174743,0.593245228,0.353891336,0.030837004,0.010279002,0.883915395,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,2
19K158,19,K,Brooklyn,P.S. 158 Warwick,2017-18,589,49,90,92,86,81,90,101,0,0,0,0,0,0,0,305,51.8,284,48.2,7,1.2,286,48.6,275,46.7,12,2,9,1.5,101,17.1,54,9.2,521,88.5,0.015280136,0.485568761,0.466893039,0.01188455,0.020373514,0.902295485,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,2
19K159,19,K,Brooklyn,P.S. 159 Isaac Pitkin,2017-18,798,0,134,128,137,119,131,149,0,0,0,0,0,0,0,410,51.4,388,48.6,322,40.4,247,31,193,24.2,25,3.1,11,1.4,119,14.9,158,19.8,674,84.5,0.013784461,0.30952381,0.241854637,0.403508772,0.031328321,1.240037837,0,0,1,0,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,1
19K171,19,K,Brooklyn,I.S. 171 Abraham Lincoln,2017-18,444,0,0,0,0,0,0,0,144,148,152,0,0,0,0,223,50.2,221,49.8,32,7.2,37,8.3,360,81.1,9,2,6,1.4,83,18.7,119,26.8,436,98.2,0.013513514,0.083333333,0.810810811,0.072072072,0.02027027,0.703863885,0,1,0,0,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,3
19K190,19,K,Brooklyn,P.S. 190 Sheffield,2017-18,185,14,25,30,28,30,32,26,0,0,0,0,0,0,0,97,52.4,88,47.6,0,0,143,77.3,39,21.1,0,0,3,1.6,28,15.1,7,3.8,180,97.3,0.016216216,0.772972973,0.210810811,0,0,0.05,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,3
19K202,19,K,Brooklyn,P.S. 202 Ernest S. Jenkyns,2017-18,439,31,43,64,79,81,61,80,0,0,0,0,0,0,0,212,48.3,227,51.7,11,2.5,258,58.8,153,34.9,6,1.4,11,2.5,122,27.8,50,11.4,416,94.8,0.025056948,0.587699317,0.348519362,0.025056948,0.013667426,0.923167232,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,2
19K213,19,K,Brooklyn,P.S. 213 New Lots,2017-18,285,27,38,49,29,40,48,54,0,0,0,0,0,0,0,158,55.4,127,44.6,5,1.8,198,69.5,59,20.7,6,2.1,17,6,47,16.5,27,9.5,268,94,0.059649123,0.694736842,0.207017544,0.01754386,0.021052632,0.899457761,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,2
19K214,19,K,Brooklyn,P.S. 214 Michael Friedsam,2017-18,914,102,142,137,131,120,131,151,0,0,0,0,0,0,0,436,47.7,478,52.3,459,50.2,106,11.6,309,33.8,11,1.2,29,3.2,139,15.2,128,14,740,81,0.031728665,0.115973742,0.338074398,0.502188184,0.012035011,1.125063097,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,1
19K218,19,K,Brooklyn,J.H.S. 218 James P. Sinnott,2017-18,409,0,0,0,0,0,0,0,125,146,138,0,0,0,0,200,48.9,209,51.1,70,17.1,146,35.7,174,42.5,10,2.4,9,2.2,103,25.2,103,25.2,380,92.9,0.02200489,0.356968215,0.425427873,0.171149144,0.024449878,1.208146139,0,1,0,0,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,1
19K224,19,K,Brooklyn,P.S. 224 Hale A. Woodruff,2017-18,412,40,47,51,65,66,72,71,0,0,0,0,0,0,0,213,51.7,199,48.3,8,1.9,264,64.1,130,31.6,7,1.7,3,0.7,94,22.8,30,7.3,390,94.7,0.007281553,0.640776699,0.315533981,0.019417476,0.016990291,0.830773878,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,2
19K273,19,K,Brooklyn,P.S. 273 Wortman,2017-18,371,36,58,46,54,57,50,70,0,0,0,0,0,0,0,200,53.9,171,46.1,6,1.6,285,76.8,73,19.7,3,0.8,4,1.1,99,26.7,10,2.7,317,85.4,0.010781671,0.76819407,0.196765499,0.016172507,0.008086253,0.676971532,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,3
19K290,19,K,Brooklyn,P.S. 290 Juan Morel Campos,2017-18,525,18,98,83,77,87,86,76,0,0,0,0,0,0,0,257,49,268,51,13,2.5,109,20.8,391,74.5,6,1.1,6,1.1,116,22.1,116,22.1,502,95.6,0.011428571,0.207619048,0.744761905,0.024761905,0.011428571,0.739651538,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,3
19K292,19,K,Brooklyn,J.H.S. 292 Margaret S. Douglas,2017-18,567,0,0,0,0,0,0,0,161,200,206,0,0,0,0,270,47.6,297,52.4,95,16.8,275,48.5,170,30,10,1.8,17,3,139,24.5,83,14.6,531,93.7,0.029982363,0.485008818,0.299823633,0.167548501,0.017636684,1.1877904,0,1,0,0,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,1
19K306,19,K,Brooklyn,P.S. 306 Ethan Allen,2017-18,329,31,46,43,37,53,56,63,0,0,0,0,0,0,0,171,52,158,48,3,0.9,232,70.5,85,25.8,6,1.8,3,0.9,109,33.1,6,1.8,315,95.7,0.009118541,0.705167173,0.258358663,0.009118541,0.018237082,0.754687971,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,3
19K325,19,K,Brooklyn,The Fresh Creek School,2017-18,211,15,30,32,37,34,27,36,0,0,0,0,0,0,0,113,53.6,98,46.4,1,0.5,147,69.7,55,26.1,4,1.9,4,1.9,39,18.5,7,3.3,198,93.8,0.018957346,0.696682465,0.260663507,0.004739337,0.018957346,0.777984814,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,3
19K328,19,K,Brooklyn,P.S. 328 Phyllis Wheatley,2017-18,289,31,49,45,34,38,51,41,0,0,0,0,0,0,0,140,48.4,149,51.6,9,3.1,154,53.3,113,39.1,2,0.7,11,3.8,67,23.2,43,14.9,281,97.2,0.038062284,0.532871972,0.39100346,0.031141869,0.006920415,0.96945891,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,2
19K345,19,K,Brooklyn,P.S. 345 Patrolman Robert Bolden,2017-18,535,33,68,80,86,89,92,87,0,0,0,0,0,0,0,257,48,278,52,43,8,178,33.3,288,53.8,17,3.2,9,1.7,86,16.1,85,15.9,454,84.9,0.01682243,0.33271028,0.538317757,0.080373832,0.031775701,1.080469844,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,1
19K346,19,K,Brooklyn,P.S. 346 Abe Stark,2017-18,581,41,84,95,88,86,101,86,0,0,0,0,0,0,0,291,50.1,290,49.9,32,5.5,371,63.9,131,22.5,20,3.4,27,4.6,124,21.3,9,1.5,491,84.5,0.046471601,0.638554217,0.225473322,0.055077453,0.034423408,1.040538013,0,0,1,1,411,9334,9432,435,1680,21292,0.019303025,0.438380612,0.44298328,0.078902874,0.020430209,1.078269673,2358,12386,19,2
